child_id,name,parent_id
114230-A,hyponym,106542-A
107123-A,hyponym,106542-A
112963-A,hyponym,106542-A
113371-A,hyponym,106542-A
3834-A,hyponym,106542-A
4113-A,hyponym,106542-A
106897-A,hyponym,106542-A
4232-A,hyponym,106542-A
128924-A,hyponym,106542-A
128925-A,hyponym,106542-A
140739-A,hyponym,106542-A
107360-A,hyponym,106542-A
117978-A,hyponym,106542-A
119325-A,hyponym,106542-A
137138-A,hyponym,106542-A
115848-A,hyponym,106542-A
123617-A,hyponym,106542-A
128990-A,hyponym,106542-A
128993-A,hyponym,106542-A
117047-A,hyponym,106542-A
135576-A,hyponym,106542-A
115166-A,hyponym,106542-A
117589-A,hyponym,106542-A
124790-A,hyponym,106542-A
114217-A,hyponym,106542-A
142087-A,hyponym,106542-A
115920-A,hyponym,106542-A
150071-A,hyponym,106542-A
149952-A,hyponym,106542-A
106886-A,hyponym,106542-A
106887-A,hyponym,106542-A
106895-A,hyponym,106542-A
116053-A,hyponym,106542-A
116193-A,hyponym,106542-A
116909-A,hyponym,106542-A
119932-A,hyponym,106542-A
7237-A,hyponym,106542-A
123507-A,hyponym,106542-A
137787-A,hyponym,106542-A
4088-A,hyponym,106542-A
2527-A,hyponym,106542-A
127013-A,hyponym,106542-A
127063-A,hyponym,106542-A
145098-A,hyponym,106542-A
117919-A,hyponym,106542-A
118369-A,hyponym,106542-A
120233-A,hyponym,106542-A
123772-A,hyponym,106542-A
115516-A,hyponym,106542-A
134890-A,hyponym,106542-A
140590-A,hyponym,106542-A
140755-A,hyponym,106542-A
123487-N,POS-synonymy,123487-A
123487-V,POS-synonymy,123487-A
106785-A,hypernym,123487-A
123488-A,hyponym,123487-A
118221-N,POS-synonymy,118221-A
106518-A,hypernym,118221-A
125814-A,hyponym,118221-A
139730-A,hyponym,118221-A
145734-A,hyponym,118221-A
9549-N,POS-synonymy,9549-A
5992-A,hypernym,9549-A
9668-A,hypernym,9549-A
10108-A,hypernym,9549-A
5852-N,domain,9549-A
124414-N,POS-synonymy,124414-A
1253-A,hypernym,124414-A
106554-A,hypernym,124414-A
125043-A,hyponym,124414-A
146828-N,domain,124414-A
101996-N,POS-synonymy,101996-A
242-A,hypernym,101996-A
120593-A,hypernym,123498-A
128924-N,POS-synonymy,128924-A
106542-A,hypernym,128924-A
121397-A,hypernym,128924-A
102936-N,POS-synonymy,102936-A
2640-A,hypernym,102936-A
103127-N,POS-synonymy,103127-A
242-A,hypernym,103127-A
140493-N,POS-synonymy,140493-A
118974-A,hypernym,140493-A
121022-A,hypernym,140493-A
127149-A,hypernym,140493-A
4178-N,domain,140493-A
106924-N,domain,140493-A
123761-N,POS-synonymy,123761-A
4885-A,hypernym,123761-A
49-N,domain,123761-A
1276-N,domain,123761-A
1026-N,domain,123761-A
7880-N,POS-synonymy,7880-A
70-A,hypernym,7880-A
136306-A,hyponym,7880-A
20-N,domain,7880-A
70-N,domain,7880-A
856-N,domain,7880-A
136935-N,POS-synonymy,136935-A
3675-A,hypernym,136935-A
146372-A,hypernym,136935-A
8352-N,POS-synonymy,8352-A
6892-A,hypernym,8352-A
113758-A,hyponym,8352-A
1256-A,hypernym,8352-A
106554-A,hypernym,8352-A
9077-N,domain,8352-A
1256-N,domain,8352-A
108285-N,POS-synonymy,108285-A
107219-A,hypernym,108285-A
123818-N,POS-synonymy,123818-A
114897-A,hypernym,123818-A
118841-A,hypernym,123818-A
118869-A,hypernym,123818-A
108630-N,POS-synonymy,108630-A
5163-A,hypernym,108630-A
540-N,domain,108630-A
8716-N,domain,108630-A
1579-N,domain,108630-A
108883-N,POS-synonymy,108883-A
107996-A,hypernym,108883-A
540-N,domain,108883-A
1432-N,domain,108883-A
115327-N,POS-synonymy,115327-A
109482-A,hypernym,115327-A
106944-A,hypernym,115327-A
106944-N,domain,115327-A
114392-N,POS-synonymy,114392-A
106949-A,hyponym,114392-A
114393-A,hyponym,114392-A
106766-A,hypernym,114392-A
124126-A,hyponym,114392-A
153032-A,hyponym,114392-A
32-N,domain,114392-A
135352-N,POS-synonymy,135352-A
135352-V,POS-synonymy,135352-A
5181-A,hyponym,135352-A
602-A,hypernym,135352-A
121552-A,hypernym,135352-A
109933-N,POS-synonymy,109933-A
107511-A,hypernym,109933-A
110431-A,hyponym,109933-A
2525-A,hypernym,109933-A
106610-A,hypernym,109933-A
143203-N,POS-synonymy,143203-A
6639-A,hypernym,143203-A
6646-N,domain,143203-A
2382-N,domain,143203-A
108642-N,POS-synonymy,108642-A
151572-N,POS-synonymy,151572-A
117905-A,hypernym,151572-A
118355-A,hypernym,151572-A
106944-N,domain,151572-A
105593-N,POS-synonymy,105593-A
242-A,hypernym,105593-A
102864-N,POS-synonymy,102864-A
242-A,hypernym,102864-A
120134-A,hypernym,151526-A
144041-N,POS-synonymy,144041-A
3429-A,hypernym,144041-A
4713-N,domain,144041-A
20-N,domain,144041-A
50-N,domain,144041-A
49-N,domain,144041-A
111965-N,POS-synonymy,111965-A
119563-A,hypernym,111965-A
137168-A,hyponym,111965-A
1395-N,domain,111965-A
116134-N,POS-synonymy,116134-A
116134-V,POS-synonymy,116134-A
106542-A,hypernym,116134-A
141153-N,POS-synonymy,141153-A
106560-A,hypernym,141153-A
50-N,domain,141153-A
49-N,domain,141153-A
9227-N,POS-synonymy,9227-A
1622-A,hypernym,9227-A
109383-A,hypernym,9227-A
1622-N,domain,9227-A
8594-N,domain,9227-A
103659-N,POS-synonymy,103659-A
2062-A,hypernym,103659-A
109649-N,POS-synonymy,109649-A
1622-A,hypernym,109649-A
1622-N,domain,109649-A
109299-N,domain,109649-A
123756-N,POS-synonymy,123756-A
107039-A,hypernym,123756-A
103153-N,POS-synonymy,103153-A
242-A,hypernym,103153-A
107493-A,hypernym,103153-A
110332-N,POS-synonymy,110332-A
109478-A,hypernym,110332-A
109492-A,hypernym,110332-A
106944-N,domain,110332-A
143646-V,POS-synonymy,143646-A
143646-N,POS-synonymy,143646-A
106446-A,hypernym,143646-A
121337-N,POS-synonymy,121337-A
119007-A,hypernym,121337-A
125663-A,hypernym,121337-A
119536-A,antonym,121337-A
119298-N,POS-synonymy,119298-A
119297-A,hyponym,119298-A
125251-A,hyponym,119298-A
116759-N,POS-synonymy,116759-A
32-N,domain,116759-A
2921-N,domain,116759-A
134171-N,POS-synonymy,134171-A
119149-A,hypernym,134171-A
106651-N,domain,134171-A
111844-V,POS-synonymy,111844-A
111844-N,POS-synonymy,111844-A
3038-A,hypernym,111844-A
50-N,domain,111844-A
123560-V,POS-synonymy,123560-A
123560-N,POS-synonymy,123560-A
106817-A,hypernym,123560-A
153154-N,POS-synonymy,153154-A
108551-A,hypernym,153154-A
269-N,domain,153154-A
133121-N,domain,153154-A
107718-N,POS-synonymy,107718-A
4525-N,domain,107718-A
151602-N,domain,107718-A
132056-N,POS-synonymy,132056-A
242-A,hypernym,132056-A
104984-N,POS-synonymy,104984-A
242-A,hypernym,104984-A
207-A,hypernym,104984-A
205-N,domain,104984-A
124698-N,POS-synonymy,124698-A
124975-A,hypernym,124698-A
114662-N,POS-synonymy,114662-A
106657-A,hypernym,114662-A
119848-A,hyponym,114662-A
135127-A,hyponym,114662-A
145845-A,hypernym,114662-A
106924-N,domain,114662-A
106651-N,domain,114662-A
119602-N,POS-synonymy,119602-A
106768-A,hypernym,119602-A
119583-A,hyponym,119602-A
119603-A,hyponym,119602-A
124513-A,hyponym,119602-A
131362-A,hyponym,119602-A
131364-A,hyponym,119602-A
140529-A,hyponym,119602-A
141366-N,POS-synonymy,141366-A
141366-V,POS-synonymy,141366-A
107533-A,hypernym,141366-A
118218-N,POS-synonymy,118218-A
106518-A,hypernym,118218-A
118219-A,hyponym,118218-A
118553-A,hyponym,118218-A
118554-A,hyponym,118218-A
118598-A,hyponym,118218-A
119353-A,hyponym,118218-A
119355-A,hyponym,118218-A
119356-A,hyponym,118218-A
125880-A,hyponym,118218-A
133313-A,hyponym,118218-A
152747-A,hyponym,118218-A
102072-N,POS-synonymy,102072-A
242-A,hypernym,102072-A
120139-N,POS-synonymy,120139-A
120139-V,POS-synonymy,120139-A
106489-A,hypernym,120139-A
107410-A,hypernym,120139-A
131926-A,hyponym,120139-A
2622-N,POS-synonymy,2622-A
4885-A,hyponym,2622-A
106863-A,hyponym,2622-A
146755-A,hyponym,2622-A
129692-N,POS-synonymy,129692-A
106768-A,hypernym,129692-A
70-N,domain,129692-A
1401-N,domain,129692-A
139749-N,POS-synonymy,139749-A
2149-A,hypernym,139749-A
114388-A,hypernym,125963-A
116683-A,hypernym,125963-A
115507-N,POS-synonymy,115507-A
52-N,domain,115507-A
322-N,domain,115507-A
2201-N,POS-synonymy,2201-A
1128-A,hyponym,2201-A
1129-A,hyponym,2201-A
1138-A,hyponym,2201-A
1150-A,hyponym,2201-A
105439-A,hyponym,2201-A
110359-A,hyponym,2201-A
119563-A,hypernym,2201-A
127011-A,hyponym,2201-A
136046-A,hyponym,2201-A
2201-N,domain,2201-A
4708-N,POS-synonymy,4708-A
113623-A,hypernym,4708-A
142351-N,domain,4708-A
1-N,domain,4708-A
143802-N,domain,4708-A
125628-N,POS-synonymy,125628-A
2525-A,hypernym,125628-A
106554-A,hypernym,125628-A
637-N,domain,125628-A
2971-N,domain,125628-A
101630-N,POS-synonymy,101630-A
242-A,hypernym,101630-A
9195-N,POS-synonymy,9195-A
9665-A,hyponym,9195-A
108080-A,hyponym,9195-A
108300-A,hyponym,9195-A
144174-A,hypernym,9195-A
32-N,domain,9195-A
4525-N,domain,9195-A
118098-N,POS-synonymy,118098-A
106555-A,hypernym,118098-A
144794-A,hyponym,118098-A
113101-N,POS-synonymy,113101-A
148515-A,hyponym,113101-A
108034-N,POS-synonymy,108034-A
1449-A,hypernym,108034-A
107996-A,hypernym,108034-A
540-N,domain,108034-A
1432-N,domain,108034-A
111539-N,POS-synonymy,111539-A
107570-A,hypernym,111539-A
106514-A,hypernym,111539-A
145141-N,POS-synonymy,145141-A
106554-A,hypernym,145141-A
106555-A,hypernym,145141-A
133905-A,hypernym,145141-A
4435-A,hypernym,145141-A
50-N,domain,145141-A
1-N,domain,145141-A
114022-N,POS-synonymy,114022-A
106768-A,hypernym,114022-A
114023-A,hyponym,114022-A
114204-A,hyponym,114022-A
114205-A,hyponym,114022-A
114313-A,hyponym,114022-A
114314-A,hyponym,114022-A
114335-A,hyponym,114022-A
114368-A,hyponym,114022-A
114389-A,hyponym,114022-A
115147-A,hyponym,114022-A
115634-A,hyponym,114022-A
115907-A,hyponym,114022-A
118858-A,hyponym,114022-A
118958-A,hyponym,114022-A
119587-A,hyponym,114022-A
119809-A,hyponym,114022-A
119817-A,hyponym,114022-A
121512-A,hyponym,114022-A
131976-A,hyponym,114022-A
132616-A,hyponym,114022-A
132618-A,hyponym,114022-A
137231-A,hyponym,114022-A
137741-A,hyponym,114022-A
137911-A,hyponym,114022-A
154793-A,hyponym,114022-A
118342-N,POS-synonymy,118342-A
118842-A,hyponym,118342-A
119402-A,hyponym,118342-A
123793-A,hyponym,118342-A
106613-A,hypernym,118342-A
123439-N,POS-synonymy,123439-A
110251-A,hypernym,123439-A
4178-N,domain,123439-A
106924-N,domain,123439-A
111591-V,POS-synonymy,111591-A
111591-N,POS-synonymy,111591-A
109626-N,POS-synonymy,109626-A
106554-A,hypernym,109626-A
123842-N,POS-synonymy,123842-A
144172-A,hypernym,123842-A
32-N,domain,123842-A
52-N,domain,123842-A
6293-N,domain,123842-A
322-N,domain,123842-A
107557-N,POS-synonymy,107557-A
107555-A,hypernym,107557-A
1671-N,domain,107557-A
4089-N,POS-synonymy,4089-A
2820-A,hypernym,4089-A
2588-A,hypernym,4089-A
1047-N,domain,4089-A
6293-N,domain,4089-A
2079-N,POS-synonymy,2079-A
1959-A,hyponym,2079-A
148941-A,hyponym,2079-A
106501-A,hypernym,2079-A
624-N,POS-synonymy,624-A
624-V,POS-synonymy,624-A
123475-A,hypernym,624-A
134070-A,hypernym,624-A
107125-A,hypernym,624-A
106636-A,hypernym,624-A
144463-N,POS-synonymy,144463-A
136166-A,hypernym,144463-A
110940-N,POS-synonymy,110940-A
107118-A,hypernym,110940-A
114739-N,POS-synonymy,114739-A
124265-A,hyponym,114739-A
109383-N,domain,114739-A
8058-N,domain,114739-A
6096-N,POS-synonymy,6096-A
1347-A,hypernym,6096-A
2720-A,hypernym,6096-A
128568-A,hyponym,6096-A
1587-N,domain,6096-A
152-N,POS-synonymy,152-A
51-A,hypernym,152-A
2525-A,hypernym,152-A
6486-A,hypernym,152-A
50-N,domain,152-A
51-N,domain,152-A
154190-N,domain,152-A
1-N,domain,152-A
110566-N,POS-synonymy,110566-A
2099-A,hypernym,110566-A
107496-A,hypernym,110566-A
50-N,domain,110566-A
142351-N,domain,110566-A
1-N,domain,110566-A
129212-N,POS-synonymy,129212-A
1419-A,hypernym,129212-A
143241-A,hyponym,129212-A
540-N,domain,129212-A
7563-N,domain,129212-A
104551-N,POS-synonymy,104551-A
2062-A,hypernym,104551-A
107306-N,POS-synonymy,107306-A
107306-V,POS-synonymy,107306-A
111426-N,POS-synonymy,111426-A
109346-A,hypernym,111426-A
1047-N,domain,111426-A
50-N,domain,111426-A
49-N,domain,111426-A
1657-N,POS-synonymy,1657-A
784-A,hypernym,1657-A
7408-A,hyponym,1657-A
770-N,domain,1657-A
791-N,domain,1657-A
107371-N,POS-synonymy,107371-A
107372-A,hyponym,107371-A
117732-A,hyponym,107371-A
116978-A,hyponym,107371-A
116986-A,hyponym,107371-A
135511-A,hyponym,107371-A
134514-N,POS-synonymy,134514-A
119515-A,hypernym,134514-A
101077-N,POS-synonymy,101077-A
1042-N,POS-synonymy,1042-A
106560-A,hypernym,1042-A
2525-A,hypernym,1042-A
1313-A,hypernym,1042-A
1489-N,domain,1042-A
1047-N,domain,1042-A
49-N,domain,1042-A
108400-N,POS-synonymy,108400-A
132276-A,hypernym,108400-A
49-N,domain,108400-A
103095-N,POS-synonymy,103095-A
242-A,hypernym,103095-A
107493-A,hypernym,103095-A
110846-N,POS-synonymy,110846-A
148515-A,hyponym,110846-A
103908-N,POS-synonymy,103908-A
107135-A,hypernym,103908-A
143057-N,POS-synonymy,143057-A
106549-A,hypernym,143057-A
124651-N,domain,143057-A
49-N,POS-synonymy,49-A
569-A,hyponym,49-A
106501-A,hypernym,49-A
134241-A,hyponym,49-A
137895-A,hyponym,49-A
141660-A,hyponym,49-A
49-N,domain,49-A
104957-N,POS-synonymy,104957-A
3208-A,hypernym,104957-A
242-A,hypernym,104957-A
5044-N,POS-synonymy,5044-A
106560-A,hypernym,5044-A
115790-A,hypernym,5044-A
133156-N,domain,5044-A
637-N,domain,5044-A
3382-N,domain,5044-A
2971-N,domain,5044-A
103596-N,POS-synonymy,103596-A
207-A,hypernym,103596-A
205-N,domain,103596-A
110024-N,POS-synonymy,110024-A
106945-A,hypernym,110024-A
114873-A,hyponym,110024-A
117460-A,hyponym,110024-A
117900-A,hyponym,110024-A
118796-A,hyponym,110024-A
120279-A,hyponym,110024-A
116215-A,hyponym,110024-A
144858-A,hyponym,110024-A
540-N,domain,110024-A
1432-N,domain,110024-A
101396-N,POS-synonymy,101396-A
242-A,hypernym,101396-A
4683-N,POS-synonymy,4683-A
4778-A,hyponym,4683-A
9397-A,hyponym,4683-A
111139-A,hyponym,4683-A
111355-A,hypernym,4683-A
116454-A,hyponym,4683-A
20-N,domain,4683-A
540-N,domain,4683-A
115237-N,POS-synonymy,115237-A
115237-V,POS-synonymy,115237-A
5236-N,POS-synonymy,5236-A
135192-A,hypernym,5236-A
770-N,domain,5236-A
791-N,domain,5236-A
119659-N,POS-synonymy,119659-A
118846-A,hypernym,119659-A
106720-N,domain,119659-A
2709-N,POS-synonymy,2709-A
143307-A,hypernym,2709-A
3784-A,hypernym,2709-A
50-N,domain,2709-A
133121-N,domain,2709-A
131977-N,POS-synonymy,131977-A
131975-A,hypernym,131977-A
131976-A,hypernym,131977-A
114430-N,POS-synonymy,114430-A
124419-A,hypernym,114430-A
770-N,domain,114430-A
1671-N,domain,114430-A
791-N,domain,114430-A
101149-N,POS-synonymy,101149-A
242-A,hypernym,101149-A
100328-N,POS-synonymy,100328-A
242-A,hypernym,100328-A
107493-A,hypernym,100328-A
6351-N,POS-synonymy,6351-A
3554-A,hypernym,6351-A
106846-A,hypernym,6351-A
131973-A,hypernym,6351-A
120869-N,POS-synonymy,120869-A
111236-A,hypernym,120869-A
1047-N,domain,120869-A
6518-N,domain,120869-A
2921-N,domain,120869-A
3711-N,POS-synonymy,3711-A
21-A,hypernym,3711-A
2550-A,hypernym,3711-A
106606-A,hypernym,3711-A
20-N,domain,3711-A
1617-N,domain,3711-A
102736-N,POS-synonymy,102736-A
242-A,hypernym,102736-A
106915-V,POS-synonymy,106915-A
106915-N,POS-synonymy,106915-A
107383-A,hyponym,106915-A
107384-A,hyponym,106915-A
134611-A,hyponym,106915-A
114267-A,hyponym,106915-A
123894-A,hyponym,106915-A
126352-A,hyponym,106915-A
130064-A,hyponym,106915-A
135691-A,hyponym,106915-A
133318-A,hyponym,106915-A
106651-N,domain,106915-A
142412-N,POS-synonymy,142412-A
117585-N,POS-synonymy,117585-A
116588-A,hypernym,117585-A
108358-N,POS-synonymy,108358-A
108336-A,hypernym,108358-A
49-N,domain,108358-A
114019-A,hypernym,114608-A
114607-A,hyponym,114608-A
117905-A,hyponym,114608-A
118318-A,hyponym,114608-A
118358-A,hyponym,114608-A
118805-A,hyponym,114608-A
119371-A,hyponym,114608-A
119541-A,hyponym,114608-A
119816-A,hyponym,114608-A
119868-A,hyponym,114608-A
119910-A,hyponym,114608-A
120119-A,hyponym,114608-A
124951-A,hyponym,114608-A
124952-A,hyponym,114608-A
137677-A,hyponym,114608-A
138306-A,hyponym,114608-A
152611-A,hyponym,114608-A
152746-A,hyponym,114608-A
106980-N,POS-synonymy,106980-A
8011-A,hyponym,106980-A
106606-A,hypernym,106980-A
125253-N,POS-synonymy,125253-A
2149-A,hypernym,125253-A
3586-N,POS-synonymy,3586-A
2961-A,hypernym,3586-A
3504-A,hypernym,3586-A
422-N,domain,3586-A
7656-N,domain,3586-A
134713-N,POS-synonymy,134713-A
1310-A,hypernym,134713-A
2550-A,hypernym,134713-A
2789-A,hypernym,134713-A
49-N,domain,134713-A
107717-N,POS-synonymy,107717-A
5841-A,hypernym,107717-A
4525-N,domain,107717-A
151602-N,domain,107717-A
242-A,hypernym,101457-A
139211-N,POS-synonymy,139211-A
120339-A,hyponym,139211-A
139170-A,hypernym,139211-A
118659-N,POS-synonymy,118659-A
119863-A,hypernym,118659-A
4178-N,domain,118659-A
106924-N,domain,118659-A
135153-N,POS-synonymy,135153-A
106549-A,hypernym,135153-A
100810-N,POS-synonymy,100810-A
242-A,hypernym,100810-A
107493-A,hypernym,100810-A
129984-N,POS-synonymy,129984-A
1026-A,hypernym,129984-A
1245-A,hypernym,129984-A
49-N,domain,129984-A
1026-N,domain,129984-A
106307-N,POS-synonymy,106307-A
6943-A,hypernym,106307-A
40-N,domain,106307-A
125165-N,POS-synonymy,125165-A
106768-A,hypernym,125165-A
113292-A,hypernym,125165-A
121148-A,hyponym,125165-A
121048-A,hyponym,125165-A
143883-A,hyponym,125165-A
20-N,domain,125165-A
31-N,domain,125165-A
321-N,POS-synonymy,321-A
320-A,hypernym,321-A
50-N,domain,321-A
52-N,domain,321-A
320-N,domain,321-A
106598-V,POS-synonymy,106598-A
106598-N,POS-synonymy,106598-A
106597-A,hypernym,106598-A
9476-A,hyponym,106598-A
143066-A,hyponym,106598-A
113571-A,hyponym,106598-A
112840-A,hyponym,106598-A
137110-A,hyponym,106598-A
137196-A,hyponym,106598-A
112718-A,hyponym,106598-A
118765-A,hyponym,106598-A
140492-A,hyponym,106598-A
111437-A,hyponym,106598-A
111554-A,hyponym,106598-A
110787-N,POS-synonymy,110787-A
7281-A,hypernym,110787-A
151602-N,domain,110787-A
