child_id,name,parent_id
131388-N,hyponym,106548-N
133363-N,hyponym,106548-N
133754-N,hyponym,106548-N
137715-N,hyponym,106548-N
147952-N,hyponym,106548-N
151770-N,hyponym,106548-N
120966-N,hyponym,106548-N
121227-N,hyponym,121522-N
139482-N,hyponym,121522-N
4890-N,hyponym,107217-N
110820-N,hyponym,107217-N
115707-N,hyponym,107217-N
4923-N,hyponym,115032-N
5335-N,hyponym,115032-N
126251-N,hyponym,115032-N
142400-N,hyponym,115032-N
112352-N,hyponym,113943-N
4761-N,hyponym,4988-N
5275-N,hyponym,4988-N
133812-N,hyponym,488-N
123730-N,hyponym,127272-N
130769-N,hyponym,127272-N
131945-N,hyponym,127272-N
141170-N,hyponym,127272-N
146553-N,hyponym,127272-N
7369-N,hyponym,8127-N
7696-N,hyponym,8127-N
133312-N,hyponym,8127-N
137025-N,hyponym,8127-N
146547-N,hyponym,8127-N
4796-N,hyponym,119125-N
115435-N,hyponym,119125-N
124412-N,hyponym,119125-N
128802-N,hyponym,119125-N
133637-N,hyponym,119125-N
136347-N,hyponym,119125-N
139673-N,hyponym,119125-N
153192-N,hyponym,119125-N
155114-N,hyponym,119125-N
145998-N,hyponym,149739-N
141067-N,hyponym,143954-N
2925-N,hyponym,147760-N
107379-N,hyponym,106474-N
107595-N,hyponym,106474-N
107701-N,hyponym,106474-N
130732-N,hyponym,106474-N
131054-N,hyponym,106474-N
132106-N,hyponym,106474-N
138236-N,hyponym,106474-N
147757-N,hyponym,106474-N
108784-N,hyponym,108783-N
135656-N,hyponym,108783-N
106743-N,hyponym,139147-N
106744-N,hyponym,139147-N
106754-N,hyponym,139147-N
106582-N,hyponym,149355-N
108814-N,hyponym,149355-N
111377-N,hyponym,149355-N
112164-N,hyponym,149355-N
135153-N,hyponym,149355-N
137438-N,hyponym,149355-N
5171-N,hyponym,146277-N
148665-N,hyponym,150349-N
123880-N,hyponym,113114-N
145875-N,hyponym,113114-N
106547-N,hyponym,123477-N
152959-N,hyponym,123477-N
5513-N,hyponym,122084-N
7886-N,hyponym,122084-N
7887-N,hyponym,122084-N
122085-N,hyponym,122084-N
132103-N,hyponym,122084-N
135642-N,hyponym,122084-N
146623-N,hyponym,122084-N
9441-N,hyponym,8831-N
124283-N,hyponym,8831-N
115538-N,hyponym,107416-N
116188-N,hyponym,107416-N
120750-N,hyponym,107416-N
130183-N,hyponym,107416-N
134816-N,hyponym,132097-N
115978-N,hyponym,131645-N
134158-N,hyponym,131645-N
149839-N,hyponym,131645-N
136528-N,hyponym,8056-N
113555-N,hyponym,3471-N
126852-N,hyponym,3471-N
142203-N,hyponym,134241-N
3776-N,hyponym,145943-N
6997-N,hyponym,145943-N
7601-N,hyponym,135584-N
113465-N,hyponym,135584-N
5731-N,hyponym,109109-N
109115-N,hyponym,109109-N
109121-N,hyponym,109109-N
111548-N,hyponym,109109-N
111552-N,hyponym,109109-N
113078-N,hyponym,109109-N
113082-N,hyponym,109109-N
115055-N,hyponym,109109-N
115700-N,hyponym,109109-N
2711-N,hyponym,2453-N
6476-N,hyponym,2453-N
8444-N,hyponym,2453-N
8445-N,hyponym,2453-N
111937-N,hyponym,2453-N
126554-N,hyponym,2453-N
132896-N,hyponym,2453-N
146996-N,hyponym,2453-N
153536-N,hyponym,2453-N
119392-N,hyponym,119391-N
119393-N,hyponym,119391-N
135128-N,hyponym,119391-N
1605-N,hyponym,147301-N
4935-N,hyponym,147301-N
124117-N,hyponym,147301-N
124543-N,hyponym,112763-N
108133-N,hyponym,108132-N
108247-N,hyponym,108132-N
108642-N,hyponym,108132-N
109091-N,hyponym,108132-N
113650-N,hyponym,108132-N
119842-N,hyponym,108132-N
121404-N,hyponym,108132-N
126514-N,hyponym,108132-N
133663-N,hyponym,108132-N
141306-N,hyponym,108132-N
142508-N,hyponym,108132-N
146660-N,hyponym,108132-N
8082-N,hyponym,108179-N
108477-N,hyponym,108179-N
124186-N,hyponym,108179-N
136332-N,hyponym,108179-N
134294-N,hyponym,131380-N
108154-N,hyponym,5051-N
109646-N,hyponym,5051-N
148099-N,hyponym,147980-N
148108-N,hyponym,147980-N
3059-N,hyponym,1231-N
9140-N,hyponym,1231-N
9650-N,hyponym,1231-N
146398-N,hyponym,1231-N
151405-N,hyponym,1231-N
138623-N,hyponym,137450-N
126254-N,hyponym,137785-N
2577-N,hyponym,4208-N
6402-N,hyponym,4208-N
141636-N,hyponym,4208-N
143973-N,hyponym,4208-N
1833-N,hyponym,4714-N
1835-N,hyponym,4714-N
106268-N,hyponym,4714-N
106270-N,hyponym,4714-N
107533-N,hyponym,106557-N
109092-N,hyponym,106557-N
109165-N,hyponym,106557-N
109705-N,hyponym,106557-N
110049-N,hyponym,106557-N
111465-N,hyponym,106557-N
111466-N,hyponym,106557-N
111487-N,hyponym,106557-N
111492-N,hyponym,106557-N
111575-N,hyponym,106557-N
111651-N,hyponym,106557-N
111682-N,hyponym,106557-N
112011-N,hyponym,106557-N
112077-N,hyponym,106557-N
112095-N,hyponym,106557-N
113291-N,hyponym,106557-N
116587-N,hyponym,106557-N
116853-N,hyponym,106557-N
117154-N,hyponym,106557-N
117545-N,hyponym,106557-N
118673-N,hyponym,106557-N
120089-N,hyponym,106557-N
120674-N,hyponym,106557-N
121354-N,hyponym,106557-N
123846-N,hyponym,106557-N
125093-N,hyponym,106557-N
131234-N,hyponym,106557-N
134447-N,hyponym,106557-N
143731-N,hyponym,106557-N
151260-N,hyponym,106557-N
109402-N,hyponym,107072-N
126573-N,hyponym,107072-N
124317-N,hyponym,1932-N
147927-N,hyponym,1932-N
4928-N,hyponym,3484-N
100242-N,hyponym,3484-N
100819-N,hyponym,3484-N
100978-N,hyponym,3484-N
101081-N,hyponym,3484-N
101091-N,hyponym,3484-N
102748-N,hyponym,3484-N
103784-N,hyponym,3484-N
105246-N,hyponym,3484-N
105253-N,hyponym,3484-N
105321-N,hyponym,3484-N
106280-N,hyponym,3484-N
107633-N,hyponym,3484-N
107636-N,hyponym,3484-N
128890-N,hyponym,3484-N
130163-N,hyponym,3484-N
131714-N,hyponym,3484-N
136463-N,hyponym,3484-N
150116-N,hyponym,3484-N
120215-N,hyponym,107401-N
125122-N,hyponym,107401-N
126106-N,hyponym,107401-N
126520-N,hyponym,107401-N
9465-N,hyponym,9464-N
111539-N,hyponym,153217-N
126607-N,hyponym,153217-N
4427-N,hyponym,1001-N
5195-N,hyponym,1001-N
7494-N,hyponym,1001-N
123739-N,hyponym,1001-N
124330-N,hyponym,1001-N
7652-N,hyponym,7387-N
142238-N,hyponym,7387-N
136668-N,hyponym,8514-N
107993-N,hyponym,348-N
108482-N,hyponym,348-N
118660-N,hyponym,348-N
144181-N,hyponym,348-N
144182-N,hyponym,348-N
144183-N,hyponym,348-N
144184-N,hyponym,348-N
144191-N,hyponym,348-N
144194-N,hyponym,348-N
144207-N,hyponym,348-N
144216-N,hyponym,348-N
144232-N,hyponym,348-N
148896-N,hyponym,348-N
153883-N,hyponym,348-N
120656-N,hyponym,119918-N
145545-N,hyponym,7416-N
138942-N,hyponym,131727-N
151975-N,hyponym,124586-N
115579-N,hyponym,115580-N
120372-N,hyponym,115580-N
120603-N,hyponym,115580-N
132109-N,hyponym,115580-N
144457-N,hyponym,115580-N
144461-N,hyponym,115580-N
152483-N,hyponym,115580-N
3721-N,hyponym,136183-N
7154-N,hyponym,136183-N
8225-N,hyponym,136183-N
129475-N,hyponym,136183-N
129485-N,hyponym,136183-N
138467-N,hyponym,136183-N
153573-N,hyponym,136183-N
109390-N,hyponym,110789-N
109393-N,hyponym,110789-N
110111-N,hyponym,110789-N
110839-N,hyponym,110789-N
110944-N,hyponym,110789-N
3515-N,hyponym,2244-N
139490-N,hyponym,2244-N
145729-N,hyponym,146351-N
119806-N,hyponym,119397-N
5745-N,hyponym,965-N
107791-N,hyponym,965-N
107941-N,hyponym,965-N
107985-N,hyponym,965-N
108000-N,hyponym,965-N
108041-N,hyponym,965-N
108201-N,hyponym,965-N
108310-N,hyponym,965-N
108313-N,hyponym,965-N
108339-N,hyponym,965-N
108371-N,hyponym,965-N
108471-N,hyponym,965-N
108507-N,hyponym,965-N
108752-N,hyponym,965-N
108758-N,hyponym,965-N
109461-N,hyponym,965-N
109491-N,hyponym,965-N
109507-N,hyponym,965-N
109692-N,hyponym,965-N
109694-N,hyponym,965-N
110382-N,hyponym,965-N
111078-N,hyponym,965-N
113467-N,hyponym,965-N
113753-N,hyponym,965-N
116509-N,hyponym,965-N
124178-N,hyponym,965-N
129040-N,hyponym,965-N
142329-N,hyponym,965-N
790-N,hyponym,124282-N
3560-N,hyponym,124282-N
3755-N,hyponym,124282-N
4379-N,hyponym,124282-N
125290-N,hyponym,124282-N
135192-N,hyponym,124282-N
135527-N,hyponym,124282-N
138488-N,hyponym,124282-N
142030-N,hyponym,124282-N
145240-N,hyponym,124282-N
146725-N,hyponym,124282-N
3270-N,hyponym,3269-N
3408-N,hyponym,3269-N
114489-N,hyponym,3269-N
114909-N,hyponym,3269-N
115308-N,hyponym,3269-N
116089-N,hyponym,3269-N
117642-N,hyponym,3269-N
127282-N,hyponym,3269-N
147526-N,hyponym,3269-N
120296-N,hyponym,118041-N
124141-N,hyponym,118041-N
2485-N,hyponym,6555-N
5100-N,hyponym,6555-N
5697-N,hyponym,6555-N
8587-N,hyponym,113218-N
1337-N,hyponym,145804-N
1341-N,hyponym,145804-N
4089-N,hyponym,6079-N
4834-N,hyponym,6079-N
149187-N,hyponym,6079-N
119733-N,hyponym,137454-N
137228-N,hyponym,137454-N
972-N,hyponym,149307-N
4954-N,hyponym,149307-N
120263-N,hyponym,119297-N
125442-N,hyponym,119297-N
6197-N,hyponym,147446-N
7492-N,hyponym,147446-N
147447-N,hyponym,147446-N
147448-N,hyponym,147446-N
107909-N,hyponym,6045-N
109142-N,hyponym,6045-N
142123-N,hyponym,6045-N
118823-N,hyponym,119283-N
6032-N,hyponym,111705-N
6073-N,hyponym,111705-N
6403-N,hyponym,111705-N
111708-N,hyponym,111705-N
120463-N,hyponym,111705-N
123350-N,hyponym,111705-N
123782-N,hyponym,111705-N
124674-N,hyponym,111705-N
149364-N,hyponym,111705-N
111222-N,hyponym,112925-N
123736-N,hyponym,123737-N
148534-N,hyponym,126573-N
148535-N,hyponym,126573-N
148538-N,hyponym,126573-N
148546-N,hyponym,126573-N
148573-N,hyponym,126573-N
107935-N,hyponym,9357-N
108033-N,hyponym,9357-N
108374-N,hyponym,9357-N
108567-N,hyponym,9357-N
112859-N,hyponym,9357-N
113840-N,hyponym,9357-N
132231-N,hyponym,149363-N
136676-N,hyponym,149363-N
143526-N,hyponym,149363-N
109263-N,hyponym,6103-N
109266-N,hyponym,6103-N
112212-N,hyponym,6103-N
138249-N,hyponym,6103-N
128443-N,hyponym,115932-N
128925-N,hyponym,115932-N
139339-N,hyponym,115932-N
145517-N,hyponym,115932-N
3378-N,hyponym,8603-N
109142-N,hyponym,6405-N
125161-N,hyponym,3977-N
845-N,hyponym,2116-N
1215-N,hyponym,2116-N
1238-N,hyponym,2116-N
1759-N,hyponym,2116-N
2114-N,hyponym,2116-N
2704-N,hyponym,2116-N
5187-N,hyponym,2116-N
6171-N,hyponym,2116-N
6258-N,hyponym,2116-N
6984-N,hyponym,2116-N
7072-N,hyponym,2116-N
129976-N,hyponym,2116-N
134332-N,hyponym,2116-N
134334-N,hyponym,2116-N
149762-N,hyponym,2116-N
149934-N,hyponym,2116-N
150517-N,hyponym,2116-N
152724-N,hyponym,2116-N
2332-N,hyponym,2333-N
8188-N,hyponym,125596-N
3936-N,hyponym,107-N
125441-N,hyponym,125442-N
1493-N,hyponym,1495-N
2612-N,hyponym,1495-N
120632-N,hyponym,1495-N
133831-N,hyponym,1495-N
1221-N,hyponym,106495-N
1990-N,hyponym,106495-N
4624-N,hyponym,106495-N
8826-N,hyponym,106495-N
110801-N,hyponym,106495-N
111178-N,hyponym,106495-N
111466-N,hyponym,106495-N
111625-N,hyponym,106495-N
111641-N,hyponym,106495-N
111843-N,hyponym,106495-N
111861-N,hyponym,106495-N
111868-N,hyponym,106495-N
112045-N,hyponym,106495-N
113006-N,hyponym,106495-N
113218-N,hyponym,106495-N
114376-N,hyponym,106495-N
114521-N,hyponym,106495-N
115016-N,hyponym,106495-N
116036-N,hyponym,106495-N
120612-N,hyponym,106495-N
122000-N,hyponym,106495-N
123450-N,hyponym,106495-N
125883-N,hyponym,106495-N
128274-N,hyponym,106495-N
129701-N,hyponym,106495-N
130508-N,hyponym,106495-N
134447-N,hyponym,106495-N
138209-N,hyponym,106495-N
142753-N,hyponym,106495-N
143559-N,hyponym,106495-N
144428-N,hyponym,106495-N
148417-N,hyponym,106495-N
151295-N,hyponym,106495-N
116457-N,hyponym,7317-N
108655-N,hyponym,107818-N
151615-N,hyponym,107818-N
116649-N,hyponym,116072-N
108777-N,hyponym,108613-N
125873-N,hyponym,108613-N
121922-N,hyponym,4309-N
107988-N,hyponym,107987-N
108491-N,hyponym,107987-N
112623-N,hyponym,107987-N
116889-N,hyponym,107987-N
120949-N,hyponym,107987-N
124243-N,hyponym,107987-N
125633-N,hyponym,107987-N
125936-N,hyponym,107987-N
139233-N,hyponym,107987-N
150718-N,hyponym,107987-N
151527-N,hyponym,107987-N
116494-N,hyponym,151817-N
4462-N,hyponym,2653-N
5138-N,hyponym,2653-N
9788-N,hyponym,2653-N
126879-N,hyponym,2653-N
129895-N,hyponym,2653-N
132349-N,hyponym,2653-N
132612-N,hyponym,2653-N
137155-N,hyponym,2653-N
139866-N,hyponym,2653-N
144446-N,hyponym,2653-N
148504-N,hyponym,2653-N
152872-N,hyponym,2653-N
153396-N,hyponym,2653-N
153603-N,hyponym,2653-N
154139-N,hyponym,2653-N
3042-N,hyponym,9426-N
7329-N,hyponym,9426-N
9427-N,hyponym,9426-N
132243-N,hyponym,115923-N
107071-N,hyponym,144149-N
108797-N,hyponym,144149-N
113933-N,hyponym,144149-N
120350-N,hyponym,144149-N
126173-N,hyponym,144149-N
116079-N,hyponym,115675-N
121218-N,hyponym,115675-N
128350-N,hyponym,152583-N
3451-N,hyponym,1900-N
5916-N,hyponym,1900-N
8956-N,hyponym,143552-N
108058-N,hyponym,143552-N
134699-N,hyponym,143552-N
2135-N,hyponym,108527-N
2137-N,hyponym,108527-N
4984-N,hyponym,108527-N
6988-N,hyponym,108527-N
107312-N,hyponym,108527-N
108829-N,hyponym,108527-N
117159-N,hyponym,108527-N
119673-N,hyponym,119425-N
119882-N,hyponym,119425-N
124495-N,hyponym,119425-N
135865-N,hyponym,119425-N
117757-N,hyponym,117756-N
117758-N,hyponym,117756-N
149491-N,hyponym,117756-N
114025-N,hyponym,106703-N
123360-N,hyponym,106703-N
131479-N,hyponym,106703-N
149870-N,hyponym,106703-N
4340-N,hyponym,145527-N
147453-N,hyponym,145527-N
8815-N,hyponym,4163-N
114694-N,hyponym,107519-N
93-N,hyponym,107519-N
1220-N,hyponym,107519-N
2420-N,hyponym,107519-N
3616-N,hyponym,107519-N
4205-N,hyponym,107519-N
7409-N,hyponym,107519-N
8033-N,hyponym,107519-N
8034-N,hyponym,107519-N
107076-N,hyponym,107519-N
107520-N,hyponym,107519-N
107539-N,hyponym,107519-N
107541-N,hyponym,107519-N
107547-N,hyponym,107519-N
107585-N,hyponym,107519-N
107640-N,hyponym,107519-N
109559-N,hyponym,107519-N
110610-N,hyponym,107519-N
112099-N,hyponym,107519-N
114059-N,hyponym,107519-N
117165-N,hyponym,107519-N
123593-N,hyponym,107519-N
124568-N,hyponym,107519-N
124771-N,hyponym,107519-N
136216-N,hyponym,107519-N
141994-N,hyponym,107519-N
149143-N,hyponym,107519-N
151287-N,hyponym,107519-N
151579-N,hyponym,107519-N
126628-N,hyponym,126627-N
6227-N,hyponym,106611-N
6943-N,hyponym,106611-N
100077-N,hyponym,106611-N
106120-N,hyponym,106611-N
120521-N,hyponym,106611-N
126690-N,hyponym,106611-N
127270-N,hyponym,106611-N
129680-N,hyponym,106611-N
139770-N,hyponym,106611-N
143001-N,hyponym,106611-N
144422-N,hyponym,106611-N
145810-N,hyponym,106611-N
145817-N,hyponym,106611-N
148413-N,hyponym,106611-N
150171-N,hyponym,106611-N
154183-N,hyponym,106611-N
131641-N,hyponym,133736-N
7691-N,hyponym,149184-N
7810-N,hyponym,149184-N
6975-N,hyponym,8803-N
120357-N,hyponym,120225-N
137468-N,hyponym,120225-N
118800-N,hyponym,125647-N
125646-N,hyponym,125647-N
125650-N,hyponym,125647-N
125651-N,hyponym,125647-N
121853-N,hyponym,123683-N
115253-N,hyponym,115254-N
133661-N,hyponym,118639-N
106951-N,hyponym,130670-N
130669-N,hyponym,130670-N
132691-N,hyponym,130670-N
153243-N,hyponym,130670-N
147644-N,hyponym,124129-N
129060-N,hyponym,757-N
130930-N,hyponym,757-N
134696-N,hyponym,757-N
138120-N,hyponym,757-N
145894-N,hyponym,757-N
143677-N,hyponym,143678-N
7428-N,hyponym,114273-N
7429-N,hyponym,114273-N
9194-N,hyponym,114273-N
146030-N,hyponym,114273-N
7467-N,hyponym,154577-N
144812-N,hyponym,154577-N
152239-N,hyponym,154577-N
145040-N,hyponym,135527-N
145240-N,hyponym,135527-N
2635-N,hyponym,131268-N
3373-N,hyponym,131268-N
7105-N,hyponym,131268-N
117017-N,hyponym,107137-N
120517-N,hyponym,107137-N
127161-N,hyponym,107137-N
8765-N,hyponym,935-N
9845-N,hyponym,935-N
109181-N,hyponym,935-N
109847-N,hyponym,935-N
112673-N,hyponym,935-N
112978-N,hyponym,935-N
125844-N,hyponym,935-N
126343-N,hyponym,935-N
126517-N,hyponym,935-N
136355-N,hyponym,935-N
110752-N,hyponym,110908-N
110910-N,hyponym,110908-N
110911-N,hyponym,110908-N
110917-N,hyponym,110908-N
111019-N,hyponym,110908-N
111021-N,hyponym,110908-N
111027-N,hyponym,110908-N
111479-N,hyponym,110908-N
111874-N,hyponym,110908-N
112131-N,hyponym,110908-N
112291-N,hyponym,110908-N
113386-N,hyponym,110908-N
116725-N,hyponym,110908-N
118819-N,hyponym,110908-N
119826-N,hyponym,110908-N
119877-N,hyponym,110908-N
120133-N,hyponym,110908-N
120790-N,hyponym,110908-N
125807-N,hyponym,110908-N
125835-N,hyponym,110908-N
129242-N,hyponym,110908-N
129769-N,hyponym,110908-N
130771-N,hyponym,110908-N
137549-N,hyponym,110908-N
142973-N,hyponym,110908-N
8980-N,hyponym,110908-N
117022-N,hyponym,110908-N
130532-N,hyponym,110908-N
136064-N,hyponym,110908-N
131792-N,hyponym,129340-N
858-N,hyponym,857-N
6043-N,hyponym,857-N
149416-N,hyponym,857-N
117280-N,hyponym,124452-N
127013-N,hyponym,124452-N
118905-N,hyponym,123497-N
109735-N,hyponym,131009-N
9634-N,hyponym,8243-N
102731-N,hyponym,152435-N
102733-N,hyponym,152435-N
102737-N,hyponym,152435-N
102742-N,hyponym,152435-N
103147-N,hyponym,152435-N
104055-N,hyponym,152435-N
135533-N,hyponym,152435-N
139650-N,hyponym,152435-N
141682-N,hyponym,152435-N
142570-N,hyponym,152435-N
466-N,hyponym,109873-N
1255-N,hyponym,109873-N
1256-N,hyponym,109873-N
2832-N,hyponym,109873-N
