child_id,name,parent_id
9077-N,domain,5014-N
1256-N,domain,5014-N
6646-N,domain,7612-N
133156-N,domain,7612-N
49-N,domain,1033-N
1026-N,domain,1033-N
3744-N,domain,143651-N
50-N,domain,6960-N
55-N,domain,6960-N
5381-N,domain,2832-N
7563-N,domain,111103-N
140693-N,domain,4756-N
4525-N,domain,4756-N
2921-N,domain,4756-N
106720-N,domain,131616-N
770-N,domain,3728-N
791-N,domain,3728-N
51-N,domain,117779-N
1587-N,domain,114814-N
990-N,domain,130499-N
8716-N,domain,137645-N
1579-N,domain,137645-N
50-N,domain,4169-N
52-N,domain,4169-N
109383-N,domain,111518-N
32-N,domain,108081-N
4525-N,domain,108081-N
49-N,domain,567-N
560-N,domain,567-N
50-N,domain,2067-N
1-N,domain,2067-N
32-N,domain,108175-N
6293-N,domain,108175-N
50-N,domain,126771-N
118180-N,antonym,151843-N
4178-N,domain,151843-N
106924-N,domain,151843-N
422-N,domain,125986-N
7656-N,domain,125986-N
123741-N,domain,10197-N
4525-N,domain,10197-N
2921-N,domain,10197-N
151602-N,domain,10197-N
117940-N,antonym,128653-N
1047-N,domain,9873-N
106651-N,domain,128989-N
20-N,domain,115427-N
1047-N,domain,115427-N
50-N,domain,847-N
49-N,domain,847-N
1489-N,domain,124661-N
155-N,domain,120678-N
166-N,domain,120678-N
155-N,domain,148547-N
123741-N,domain,5281-N
9077-N,domain,107812-N
1256-N,domain,107812-N
3624-N,domain,110938-N
1355-N,domain,141307-N
422-N,domain,129442-N
637-N,domain,129442-N
1047-N,domain,145197-N
1047-N,domain,9333-N
50-N,domain,9333-N
49-N,domain,9333-N
422-N,domain,4696-N
49-N,domain,1700-N
1205-N,domain,1700-N
32-N,domain,361-N
6293-N,domain,361-N
49-N,domain,115452-N
8716-N,domain,115452-N
1276-N,domain,115452-N
8058-N,domain,115452-N
144282-N,domain,115452-N
770-N,domain,7836-N
791-N,domain,7836-N
106651-N,domain,118677-N
49-N,domain,145135-N
123954-N,domain,145135-N
49-N,domain,145838-N
8716-N,domain,145838-N
1276-N,domain,145838-N
144282-N,domain,145838-N
1-N,domain,116250-N
3744-N,domain,106152-N
422-N,domain,148391-N
3015-N,domain,148391-N
50-N,domain,141920-N
49-N,domain,141920-N
55-N,domain,141920-N
637-N,domain,138051-N
3382-N,domain,138051-N
2971-N,domain,138051-N
19-N,domain,122201-N
40-N,domain,125141-N
9907-N,domain,115402-N
287-N,domain,153258-N
422-N,domain,136015-N
49-N,domain,136015-N
7340-N,domain,136015-N
637-N,domain,136015-N
1419-N,domain,154646-N
422-N,domain,140518-N
133156-N,domain,140518-N
287-N,domain,140518-N
3015-N,domain,140518-N
8716-N,domain,130977-N
3624-N,domain,130977-N
1622-N,domain,7948-N
109403-N,domain,7948-N
8594-N,domain,7948-N
1047-N,domain,144724-N
1071-N,domain,144724-N
4178-N,domain,128780-N
106924-N,domain,128780-N
106720-N,domain,119607-N
32-N,domain,114733-N
6293-N,domain,114733-N
3744-N,domain,106216-N
106944-N,domain,111405-N
1205-N,domain,141357-N
32-N,domain,133865-N
1607-N,domain,133865-N
1047-N,domain,8641-N
2921-N,domain,8641-N
1047-N,domain,9855-N
5804-N,domain,9855-N
32-N,domain,8818-N
4525-N,domain,8818-N
1256-N,domain,107762-N
9077-N,domain,107762-N
142351-N,domain,154840-N
1-N,domain,154840-N
143802-N,domain,154840-N
50-N,domain,155025-N
49-N,domain,155025-N
3744-N,domain,106180-N
52-N,domain,331-N
6293-N,domain,331-N
322-N,domain,331-N
422-N,domain,141381-N
637-N,domain,141381-N
155-N,domain,4263-N
166-N,domain,4263-N
123741-N,domain,111887-N
118231-N,antonym,118355-N
106944-N,domain,118355-N
1622-N,domain,109299-N
109299-N,domain,109299-N
49-N,domain,1516-N
1517-N,domain,1516-N
144282-N,domain,1516-N
106651-N,domain,139471-N
40-N,domain,100210-N
6646-N,domain,128420-N
133156-N,domain,128420-N
509-N,domain,147166-N
540-N,domain,111834-N
8716-N,domain,111834-N
1579-N,domain,111834-N
540-N,domain,139511-N
124651-N,domain,129251-N
3744-N,domain,106262-N
8716-N,domain,121178-N
540-N,domain,109006-N
1432-N,domain,109006-N
1617-N,domain,138804-N
50-N,domain,135524-N
49-N,domain,135524-N
142351-N,domain,135524-N
1-N,domain,135524-N
143802-N,domain,135524-N
49-N,domain,126030-N
133156-N,domain,126030-N
50-N,domain,128446-N
70-N,domain,128446-N
770-N,domain,147532-N
1671-N,domain,147532-N
791-N,domain,147532-N
1432-N,domain,150475-N
49-N,domain,133896-N
1517-N,domain,133896-N
1276-N,domain,133896-N
144282-N,domain,133896-N
52-N,domain,113943-N
6293-N,domain,113943-N
322-N,domain,113943-N
4525-N,domain,109385-N
151602-N,domain,109385-N
50-N,domain,4988-N
990-N,domain,4988-N
1047-N,domain,109439-N
2921-N,domain,109439-N
49-N,domain,136121-N
123954-N,domain,136121-N
146828-N,domain,114168-N
123954-N,domain,488-N
49-N,domain,488-N
123741-N,domain,115700-N
955-N,domain,8566-N
4178-N,domain,124860-N
106924-N,domain,124860-N
49-N,domain,134713-N
6646-N,domain,138165-N
133156-N,domain,138165-N
422-N,domain,141393-N
6646-N,domain,141393-N
133156-N,domain,141393-N
637-N,domain,141393-N
3382-N,domain,141393-N
3015-N,domain,141393-N
540-N,domain,143871-N
1432-N,domain,143871-N
4178-N,domain,119119-N
106924-N,domain,119119-N
5068-N,domain,114290-N
1607-N,domain,154958-N
2201-N,domain,134830-N
1150-N,domain,134830-N
1152-N,domain,134830-N
1607-N,domain,123780-N
49-N,domain,144850-N
8716-N,domain,144850-N
1328-N,domain,144850-N
144282-N,domain,144850-N
50-N,domain,2657-N
49-N,domain,2657-N
116901-N,antonym,106474-N
1607-N,domain,126621-N
3649-N,domain,139147-N
106720-N,domain,139147-N
106720-N,domain,146502-N
50-N,domain,5071-N
52-N,domain,5071-N
509-N,domain,5987-N
50-N,domain,150349-N
509-N,domain,150349-N
106944-N,domain,120538-N
49-N,domain,139202-N
20-N,domain,134838-N
50-N,domain,134838-N
5852-N,domain,134838-N
1671-N,domain,8831-N
637-N,domain,8831-N
50-N,domain,142191-N
49-N,domain,142191-N
106651-N,domain,118919-N
1047-N,domain,3471-N
50-N,domain,3471-N
49-N,domain,3471-N
49-N,domain,147831-N
1808-N,domain,147831-N
144282-N,domain,147831-N
3744-N,domain,131740-N
49-N,domain,134241-N
540-N,domain,145943-N
9077-N,domain,117273-N
1256-N,domain,117273-N
123741-N,domain,109109-N
8716-N,domain,110585-N
151602-N,domain,112166-N
52-N,domain,4884-N
4525-N,domain,4884-N
320-N,domain,4884-N
2201-N,domain,8391-N
1150-N,domain,8391-N
1127-N,domain,8391-N
134618-N,domain,112763-N
32-N,domain,151458-N
4525-N,domain,151458-N
5068-N,domain,112170-N
540-N,domain,108179-N
108179-N,domain,108179-N
1047-N,domain,124410-N
1607-N,domain,124410-N
151602-N,domain,125543-N
9077-N,domain,109144-N
1256-N,domain,109144-N
761-N,domain,4360-N
205-N,domain,138886-N
9077-N,domain,5051-N
1256-N,domain,5051-N
422-N,domain,130567-N
9077-N,domain,111972-N
1255-N,domain,111972-N
49-N,domain,143378-N
1517-N,domain,143378-N
133156-N,domain,143378-N
144282-N,domain,143378-N
49-N,domain,1517-N
1517-N,domain,1517-N
144282-N,domain,1517-N
32-N,domain,139818-N
1389-N,domain,139818-N
1047-N,domain,147980-N
50-N,domain,147980-N
49-N,domain,147980-N
1071-N,domain,147980-N
50-N,domain,1231-N
49-N,domain,1231-N
4525-N,domain,129318-N
199-N,domain,5224-N
154190-N,domain,2394-N
422-N,domain,4208-N
8716-N,domain,4208-N
123741-N,domain,142420-N
50-N,domain,143316-N
20-N,domain,4714-N
6945-N,domain,4714-N
269-N,domain,4714-N
31-N,domain,4714-N
1702-N,domain,4714-N
106944-N,domain,151239-N
49-N,domain,735-N
144282-N,domain,735-N
155-N,domain,130745-N
178-N,domain,130745-N
32-N,domain,142404-N
52-N,domain,142404-N
4525-N,domain,142404-N
320-N,domain,142404-N
509-N,domain,8418-N
8716-N,domain,8418-N
32-N,domain,109341-N
4525-N,domain,109341-N
1047-N,domain,132805-N
50-N,domain,132805-N
49-N,domain,132805-N
1071-N,domain,132805-N
1671-N,domain,1932-N
2517-N,domain,1932-N
50-N,domain,8941-N
32-N,domain,107890-N
4525-N,domain,107890-N
205-N,domain,104537-N
1047-N,domain,9464-N
3744-N,domain,122100-N
32-N,domain,144201-N
6293-N,domain,144201-N
4853-N,antonym,1001-N
1001-N,domain,1001-N
50-N,domain,142976-N
52-N,domain,142976-N
1047-N,domain,8514-N
4178-N,domain,8514-N
6518-N,domain,8514-N
52-N,domain,348-N
118910-N,antonym,119918-N
4178-N,domain,119918-N
106924-N,domain,119918-N
422-N,domain,5470-N
770-N,domain,5470-N
133156-N,domain,5470-N
637-N,domain,5470-N
3382-N,domain,5470-N
3015-N,domain,5470-N
791-N,domain,5470-N
3649-N,domain,124198-N
20-N,domain,111742-N
31-N,domain,111742-N
106651-N,domain,135134-N
51-N,domain,132442-N
770-N,domain,7416-N
791-N,domain,7416-N
1622-N,domain,124586-N
111793-N,domain,124586-N
32-N,domain,8361-N
52-N,domain,8361-N
6293-N,domain,8361-N
320-N,domain,8361-N
133156-N,domain,136183-N
3382-N,domain,136183-N
2201-N,domain,7366-N
1150-N,domain,7366-N
1123-N,domain,7366-N
109383-N,domain,110789-N
50-N,domain,8354-N
49-N,domain,8354-N
770-N,domain,8354-N
791-N,domain,8354-N
49-N,domain,2244-N
144282-N,domain,2244-N
457-N,domain,2244-N
4178-N,domain,119397-N
106924-N,domain,119397-N
106944-N,domain,111949-N
32-N,domain,111949-N
4525-N,domain,111949-N
269-N,domain,142661-N
133121-N,domain,142661-N
4713-N,domain,144039-N
20-N,domain,144039-N
50-N,domain,144039-N
49-N,domain,144039-N
856-N,domain,144039-N
32-N,domain,965-N
6293-N,domain,965-N
51-N,domain,144471-N
178-N,domain,144471-N
761-N,domain,6555-N
151602-N,domain,9852-N
1622-N,domain,148799-N
6025-N,domain,148799-N
8594-N,domain,148799-N
50-N,domain,7887-N
109383-N,domain,153630-N
9077-N,domain,108584-N
1256-N,domain,108584-N
8716-N,domain,145804-N
457-N,domain,145804-N
50-N,domain,121075-N
49-N,domain,121075-N
1489-N,domain,126716-N
422-N,domain,111391-N
637-N,domain,111391-N
3744-N,domain,126478-N
106924-N,domain,119297-N
4178-N,domain,113485-N
151602-N,domain,113485-N
106651-N,domain,113485-N
1047-N,domain,7528-N
2921-N,domain,7528-N
20-N,domain,133765-N
123741-N,domain,113393-N
990-N,domain,132199-N
49-N,domain,6045-N
123741-N,domain,6045-N
119284-N,antonym,119283-N
20-N,domain,142397-N
1395-N,domain,142397-N
540-N,domain,112925-N
107660-N,domain,112925-N
124651-N,domain,112925-N
5068-N,domain,113173-N
143802-N,domain,113173-N
155-N,domain,126573-N
1489-N,domain,108522-N
1622-N,domain,147238-N
32-N,domain,9357-N
4525-N,domain,9357-N
40-N,domain,9357-N
32-N,domain,109694-N
6293-N,domain,109694-N
2989-N,domain,8207-N
106651-N,domain,124717-N
1622-N,domain,136077-N
155-N,domain,136077-N
111793-N,domain,136077-N
123741-N,domain,6405-N
1047-N,domain,136064-N
32-N,domain,136064-N
2921-N,domain,136064-N
8716-N,domain,8337-N
50-N,domain,4838-N
49-N,domain,4838-N
51-N,domain,8869-N
2566-N,domain,8869-N
1205-N,domain,2333-N
49-N,domain,150209-N
123741-N,domain,151777-N
106651-N,domain,151777-N
20-N,domain,125064-N
31-N,domain,125064-N
1047-N,domain,125596-N
1064-N,domain,125596-N
1127-N,domain,132173-N
540-N,domain,150622-N
1432-N,domain,150622-N
106924-N,domain,125442-N
422-N,domain,1495-N
7656-N,domain,1495-N
106651-N,domain,126420-N
4178-N,domain,131722-N
106924-N,domain,131722-N
422-N,domain,7317-N
637-N,domain,7317-N
1205-N,domain,5147-N
1671-N,domain,5147-N
32-N,domain,125261-N
4525-N,domain,125261-N
1047-N,domain,8687-N
7656-N,domain,8687-N
32-N,domain,107818-N
4525-N,domain,107818-N
142351-N,domain,152853-N
146828-N,domain,152853-N
540-N,domain,148847-N
1432-N,domain,148847-N
32-N,domain,113753-N
6293-N,domain,113753-N
9077-N,domain,108613-N
1256-N,domain,108613-N
6646-N,domain,4309-N
133156-N,domain,4309-N
287-N,domain,4309-N
32-N,domain,110464-N
6293-N,domain,110464-N
4178-N,domain,119308-N
106924-N,domain,119308-N
50-N,domain,6138-N
52-N,domain,6138-N
320-N,domain,6138-N
5852-N,domain,9453-N
49-N,domain,139287-N
1608-N,domain,139287-N
1419-N,domain,107987-N
109383-N,domain,151817-N
155-N,domain,2653-N
8716-N,domain,148161-N
422-N,domain,9426-N
637-N,domain,9426-N
50-N,domain,144149-N
422-N,domain,139864-N
6646-N,domain,139864-N
637-N,domain,139864-N
4178-N,domain,124636-N
106924-N,domain,124636-N
1205-N,domain,1900-N
32-N,domain,143552-N
4525-N,domain,143552-N
50-N,domain,141153-N
49-N,domain,141153-N
50-N,domain,129900-N
51-N,domain,129900-N
422-N,domain,1485-N
6646-N,domain,1485-N
7656-N,domain,1485-N
3649-N,domain,138998-N
4178-N,domain,119425-N
106924-N,domain,119425-N
32-N,domain,108739-N
4525-N,domain,108739-N
1205-N,domain,3307-N
155-N,domain,4163-N
1047-N,domain,137570-N
2921-N,domain,137570-N
109383-N,domain,148825-N
52-N,domain,5016-N
4525-N,domain,5016-N
320-N,domain,5016-N
205-N,domain,138881-N
155-N,domain,9824-N
770-N,domain,6956-N
791-N,domain,6956-N
8716-N,domain,138257-N
8716-N,domain,137382-N
540-N,domain,108620-N
1432-N,domain,108620-N
146828-N,domain,108620-N
1205-N,domain,7485-N
49-N,domain,8803-N
1276-N,domain,8803-N
50-N,domain,323-N
52-N,domain,323-N
6293-N,domain,323-N
322-N,domain,323-N
1622-N,domain,145185-N
49-N,domain,149654-N
1026-N,domain,149654-N
149611-N,domain,149654-N
540-N,domain,109895-N
108179-N,domain,109895-N
49-N,domain,123683-N
144282-N,domain,123683-N
1489-N,domain,115254-N
32-N,domain,144319-N
52-N,domain,144319-N
6293-N,domain,144319-N
322-N,domain,144319-N
539-N,domain,125069-N
55-N,domain,125069-N
1047-N,domain,121265-N
32-N,domain,121265-N
2921-N,domain,121265-N
106651-N,domain,121265-N
1047-N,domain,4438-N
7656-N,domain,124129-N
1489-N,domain,128048-N
1019-N,domain,128048-N
2485-N,domain,757-N
761-N,domain,757-N
4178-N,domain,118208-N
106924-N,domain,118208-N
1617-N,domain,138794-N
770-N,domain,149362-N
205-N,domain,105090-N
40-N,domain,103318-N
509-N,domain,154577-N
8716-N,domain,103897-N
106720-N,domain,150333-N
6646-N,domain,142648-N
133156-N,domain,142648-N
637-N,domain,142648-N
49-N,domain,146755-N
1047-N,domain,131268-N
6518-N,domain,131268-N
2921-N,domain,131268-N
106651-N,domain,131268-N
52-N,domain,495-N
6293-N,domain,495-N
322-N,domain,495-N
205-N,domain,143775-N
32-N,domain,935-N
4525-N,domain,935-N
1276-N,domain,125485-N
1205-N,domain,1679-N
123741-N,domain,116837-N
7563-N,domain,124628-N
6646-N,domain,129786-N
133156-N,domain,129786-N
4525-N,domain,125508-N
2485-N,domain,8747-N
761-N,domain,8747-N
106651-N,domain,151395-N
4713-N,domain,857-N
20-N,domain,857-N
856-N,domain,857-N
3649-N,domain,150163-N
106720-N,domain,150163-N
1047-N,domain,144458-N
51-N,domain,131009-N
5068-N,domain,9364-N
266-N,domain,9364-N
3061-N,domain,9364-N
1019-N,domain,8001-N
761-N,domain,132898-N
151602-N,domain,8243-N
20-N,domain,139927-N
4412-N,domain,139927-N
20-N,domain,152660-N
31-N,domain,152660-N
180-N,domain,8931-N
174-N,domain,8931-N
1047-N,domain,109345-N
1071-N,domain,109345-N
32-N,domain,107948-N
4525-N,domain,107948-N
1026-N,domain,139912-N
49-N,domain,151127-N
8716-N,domain,151127-N
1276-N,domain,151127-N
144282-N,domain,151127-N
422-N,domain,6635-N
856-N,domain,107314-N
4178-N,domain,118568-N
106924-N,domain,118568-N
6646-N,domain,600-N
133156-N,domain,600-N
3744-N,domain,600-N
155-N,domain,5138-N
3744-N,domain,128574-N
540-N,domain,117900-N
1432-N,domain,117900-N
6646-N,domain,139312-N
1205-N,domain,139312-N
133156-N,domain,139312-N
106944-N,domain,123734-N
1489-N,domain,152430-N
32-N,domain,9773-N
4525-N,domain,9773-N
32-N,domain,108792-N
4525-N,domain,108792-N
50-N,domain,159-N
155-N,domain,159-N
51-N,domain,127638-N
770-N,domain,137874-N
791-N,domain,137874-N
106720-N,domain,127154-N
5852-N,domain,5493-N
3744-N,domain,133035-N
32-N,domain,111293-N
4525-N,domain,111293-N
50-N,domain,112062-N
8716-N,domain,126962-N
51-N,domain,147425-N
155-N,domain,147425-N
1001-N,domain,147425-N
166-N,domain,147425-N
49-N,domain,4750-N
2517-N,domain,4750-N
123741-N,domain,109235-N
990-N,domain,141141-N
540-N,domain,144783-N
32-N,domain,108315-N
6293-N,domain,108315-N
540-N,domain,135984-N
1432-N,domain,135984-N
8716-N,domain,135984-N
106651-N,domain,133080-N
117960-N,antonym,136269-N
50-N,domain,132313-N
52-N,domain,132313-N
6293-N,domain,132313-N
320-N,domain,132313-N
50-N,domain,119987-N
32-N,domain,109856-N
6293-N,domain,109856-N
1421-N,domain,140510-N
2201-N,domain,113861-N
1150-N,domain,113861-N
770-N,domain,121696-N
791-N,domain,121696-N
205-N,domain,103795-N
50-N,domain,7655-N
49-N,domain,7655-N
144282-N,domain,7655-N
49-N,domain,124453-N
144282-N,domain,124453-N
152372-N,domain,152411-N
422-N,domain,135000-N
3015-N,domain,135000-N
2971-N,domain,135000-N
50-N,domain,1246-N
49-N,domain,1246-N
52-N,domain,1246-N
50-N,domain,144-N
49-N,domain,144-N
1-N,domain,144-N
123954-N,domain,144-N
123741-N,domain,114776-N
106651-N,domain,114776-N
2418-N,domain,3131-N
1276-N,domain,3131-N
1276-N,domain,137422-N
1622-N,domain,126949-N
51-N,domain,110011-N
50-N,domain,135435-N
63-N,domain,135435-N
50-N,domain,146314-N
49-N,domain,146314-N
32-N,domain,108332-N
6293-N,domain,108332-N
1047-N,domain,5076-N
49-N,domain,5076-N
1489-N,domain,9024-N
540-N,domain,9024-N
1432-N,domain,9024-N
7541-N,domain,9024-N
3649-N,domain,129654-N
50-N,domain,367-N
52-N,domain,367-N
8716-N,domain,148194-N
50-N,domain,126487-N
761-N,domain,126487-N
49-N,domain,150614-N
32-N,domain,120126-N
2921-N,domain,120126-N
4178-N,domain,118973-N
106924-N,domain,118973-N
2201-N,domain,111062-N
8716-N,domain,111062-N
1128-N,domain,111062-N
1489-N,domain,114781-N
6646-N,domain,149986-N
133156-N,domain,149986-N
422-N,domain,5296-N
637-N,domain,5296-N
132619-N,antonym,132618-N
32-N,domain,152497-N
32-N,domain,108088-N
4525-N,domain,108088-N
50-N,domain,6-N
49-N,domain,6-N
142351-N,domain,6-N
1-N,domain,6-N
123954-N,domain,6-N
49-N,domain,1015-N
1013-N,domain,1015-N
32-N,domain,9195-N
4525-N,domain,9195-N
50-N,domain,116382-N
155-N,domain,116382-N
7656-N,domain,883-N
7340-N,domain,110022-N
4525-N,domain,110022-N
151602-N,domain,110022-N
1622-N,domain,9987-N
1047-N,domain,9987-N
4178-N,domain,130778-N
6646-N,domain,130778-N
106924-N,domain,130778-N
422-N,domain,116891-N
637-N,domain,116891-N
8716-N,domain,129098-N
32-N,domain,7380-N
4525-N,domain,7380-N
2485-N,domain,143570-N
761-N,domain,143570-N
106720-N,domain,118845-N
32-N,domain,112056-N
4525-N,domain,112056-N
51-N,domain,136475-N
174-N,domain,136475-N
178-N,domain,136475-N
4178-N,domain,106949-N
106924-N,domain,106949-N
2201-N,domain,10061-N
1150-N,domain,10061-N
49-N,domain,108368-N
2201-N,domain,143917-N
540-N,domain,7723-N
1579-N,domain,7723-N
9077-N,domain,108170-N
1256-N,domain,108170-N
146828-N,domain,107296-N
1622-N,domain,10244-N
6916-N,domain,10244-N
52-N,domain,144246-N
322-N,domain,144246-N
770-N,domain,4440-N
1205-N,domain,4440-N
770-N,domain,3890-N
109383-N,domain,153404-N
50-N,domain,153404-N
49-N,domain,153404-N
509-N,domain,153404-N
32-N,domain,125866-N
540-N,domain,111146-N
1432-N,domain,111146-N
581-N,domain,9380-N
123741-N,domain,111548-N
4178-N,domain,121186-N
106924-N,domain,121186-N
49-N,domain,483-N
123954-N,domain,483-N
1587-N,domain,144680-N
540-N,domain,8157-N
1432-N,domain,8157-N
20-N,domain,113292-N
31-N,domain,113292-N
49-N,domain,154059-N
123741-N,domain,154059-N
49-N,domain,6435-N
1517-N,domain,6435-N
133156-N,domain,6435-N
144282-N,domain,6435-N
51-N,domain,6616-N
174-N,domain,6616-N
5381-N,domain,148437-N
127189-N,antonym,118696-N
32-N,domain,118696-N
106651-N,domain,118696-N
106944-N,domain,112439-N
32-N,domain,112439-N
856-N,domain,112439-N
4525-N,domain,112439-N
1607-N,domain,106693-N
52-N,domain,8766-N
322-N,domain,8766-N
155-N,domain,130416-N
174-N,domain,130416-N
955-N,domain,135672-N
770-N,domain,140431-N
32-N,domain,107829-N
4525-N,domain,107829-N
1622-N,domain,115096-N
51-N,domain,9329-N
422-N,domain,9329-N
637-N,domain,9329-N
49-N,domain,123957-N
2201-N,domain,7553-N
8716-N,domain,7553-N
106651-N,domain,120064-N
770-N,domain,135559-N
1671-N,domain,135559-N
791-N,domain,135559-N
770-N,domain,3239-N
123741-N,domain,111802-N
142351-N,domain,131793-N
1-N,domain,131793-N
143802-N,domain,131793-N
32-N,domain,129949-N
4525-N,domain,129949-N
50-N,domain,4881-N
52-N,domain,4881-N
4525-N,domain,4881-N
320-N,domain,4881-N
770-N,domain,1657-N
791-N,domain,1657-N
1633-N,domain,7028-N
49-N,domain,7028-N
205-N,domain,105092-N
1047-N,domain,144605-N
32-N,domain,144605-N
4525-N,domain,144605-N
5068-N,domain,129561-N
32-N,domain,129286-N
422-N,domain,9372-N
637-N,domain,9372-N
3382-N,domain,9372-N
2971-N,domain,9372-N
422-N,domain,7637-N
49-N,domain,6995-N
1026-N,domain,6995-N
560-N,domain,6995-N
63-N,domain,131286-N
3649-N,domain,127099-N
32-N,domain,144091-N
6293-N,domain,144091-N
2485-N,domain,126999-N
761-N,domain,126999-N
1355-N,domain,110325-N
134407-N,antonym,134406-N
50-N,domain,470-N
49-N,domain,470-N
8716-N,domain,470-N
1276-N,domain,470-N
144282-N,domain,470-N
422-N,domain,129343-N
32-N,domain,149493-N
2921-N,domain,149493-N
5068-N,domain,149493-N
106651-N,domain,149493-N
32-N,domain,107720-N
205-N,domain,140212-N
40-N,domain,140212-N
178-N,domain,140212-N
50-N,domain,50-N
540-N,domain,147009-N
1432-N,domain,147009-N
50-N,domain,109781-N
49-N,domain,109781-N
123741-N,domain,109781-N
50-N,domain,2885-N
55-N,domain,2885-N
1205-N,domain,106310-N
1671-N,domain,106310-N
1607-N,domain,3036-N
49-N,domain,2163-N
132689-N,antonym,132688-N
19-N,domain,8620-N
6646-N,domain,2576-N
133156-N,domain,2576-N
1622-N,domain,126847-N
1047-N,domain,126847-N
2921-N,domain,126847-N
8477-N,domain,126847-N
199-N,domain,214-N
1607-N,domain,5822-N
6646-N,domain,7194-N
133156-N,domain,7194-N
20-N,domain,127500-N
1622-N,domain,111700-N
119117-N,antonym,118299-N
4178-N,domain,118299-N
106924-N,domain,118299-N
581-N,domain,1908-N
106651-N,domain,118695-N
422-N,domain,133831-N
7656-N,domain,133831-N
32-N,domain,128760-N
4525-N,domain,128760-N
8716-N,domain,129765-N
1579-N,domain,129765-N
6646-N,domain,136578-N
1205-N,domain,7431-N
4178-N,domain,120444-N
106924-N,domain,120444-N
106651-N,domain,120444-N
51-N,domain,136656-N
6646-N,domain,142596-N
133156-N,domain,142596-N
1587-N,domain,142596-N
540-N,domain,136007-N
32-N,domain,110887-N
4525-N,domain,110887-N
123741-N,domain,109115-N
49-N,domain,108335-N
50-N,domain,5275-N
3744-N,domain,136945-N
856-N,domain,5767-N
49-N,domain,2592-N
1328-N,domain,2592-N
144282-N,domain,2592-N
1047-N,domain,133823-N
2921-N,domain,133823-N
770-N,domain,124283-N
1671-N,domain,124283-N
637-N,domain,124283-N
791-N,domain,124283-N
4178-N,domain,106923-N
8716-N,domain,132253-N
50-N,domain,132293-N
52-N,domain,132293-N
320-N,domain,132293-N
770-N,domain,126961-N
1671-N,domain,126961-N
791-N,domain,126961-N
52-N,domain,112262-N
6293-N,domain,112262-N
322-N,domain,112262-N
109383-N,domain,110839-N
50-N,domain,154926-N
2201-N,domain,132960-N
1150-N,domain,132960-N
8716-N,domain,121518-N
120354-N,antonym,106797-N
106720-N,domain,128630-N
106651-N,domain,119305-N
6646-N,domain,138169-N
1205-N,domain,138169-N
133156-N,domain,138169-N
49-N,domain,150887-N
8716-N,domain,150887-N
1276-N,domain,150887-N
144282-N,domain,150887-N
540-N,domain,1449-N
1432-N,domain,1449-N
770-N,domain,112064-N
