child_id,name,parent_id
139083-N,hypernym,128613-N
369-N,hypernym,148245-N
146690-V,POS-synonymy,146690-N
107002-N,hypernym,146690-N
111022-V,POS-synonymy,111022-N
106938-N,hypernym,111022-N
112004-N,hyponym,111022-N
112585-N,hyponym,111022-N
113769-N,hyponym,111022-N
113770-N,hyponym,111022-N
114996-N,hyponym,111022-N
115142-N,hyponym,111022-N
115650-N,hyponym,111022-N
116671-N,hyponym,111022-N
116848-N,hyponym,111022-N
117400-N,hyponym,111022-N
118269-N,hyponym,111022-N
120241-N,hyponym,111022-N
137813-N,hyponym,111022-N
148625-N,hyponym,111022-N
151504-N,hyponym,111022-N
151970-N,hyponym,111022-N
563-A,POS-synonymy,563-N
2214-N,hypernym,563-N
129946-N,hyponym,563-N
145399-N,hypernym,563-N
10068-N,part meronym,563-N
49-N,domain,563-N
124398-V,POS-synonymy,124398-N
107305-N,hypernym,124398-N
126258-N,hyponym,124398-N
118914-A,POS-synonymy,118914-N
132937-N,hyponym,118914-N
106515-N,hypernym,118914-N
116381-A,POS-synonymy,116381-N
107218-N,hypernym,116381-N
142763-N,hypernym,116381-N
205-N,domain,116381-N
616-N,hypernym,145529-N
8802-N,hyponym,145529-N
136162-N,hyponym,145529-N
1047-N,domain,145529-N
2921-N,domain,145529-N
115073-A,POS-synonymy,115073-N
115073-V,POS-synonymy,115073-N
115072-N,hypernym,115073-N
1664-N,part holonym,115073-N
1671-N,domain,115073-N
133599-A,POS-synonymy,133599-N
100046-N,hypernym,133599-N
3744-N,domain,133599-N
129701-V,POS-synonymy,129701-N
129701-A,POS-synonymy,129701-N
106495-N,hypernym,129701-N
137819-N,hypernym,129701-N
143760-N,hyponym,129701-N
50-N,domain,129701-N
105413-N,hypernym,105431-N
132681-N,hypernym,105431-N
139862-N,hypernym,105431-N
3744-N,domain,105431-N
537-N,hypernym,109934-N
4262-A,POS-synonymy,4262-N
9024-N,hypernym,4262-N
145224-N,hypernym,4262-N
1489-N,domain,4262-N
540-N,domain,4262-N
1432-N,domain,4262-N
7541-N,domain,4262-N
8716-N,domain,4262-N
1579-N,domain,4262-N
124530-V,POS-synonymy,124530-N
124530-A,POS-synonymy,124530-N
3472-N,hyponym,124530-N
107256-N,hypernym,124530-N
112077-N,hypernym,124530-N
124531-N,hyponym,124530-N
100022-N,hypernym,105222-N
101386-N,part holonym,105222-N
100079-N,instance hypernym,105222-N
120166-V,POS-synonymy,120166-N
106817-N,hypernym,120166-N
107175-N,hypernym,120166-N
114728-N,hyponym,120166-N
133677-N,hyponym,120166-N
9766-A,POS-synonymy,9766-N
9767-N,hypernym,9766-N
1047-N,domain,9766-N
9907-N,domain,9766-N
134951-N,domain,9766-N
109649-A,POS-synonymy,109649-N
9991-N,hypernym,109649-N
131821-N,hypernym,109649-N
1622-N,domain,109649-N
109299-N,domain,109649-N
108174-A,POS-synonymy,108174-N
4974-N,hypernym,108174-N
8211-N,hypernym,108174-N
9077-N,domain,108174-N
1255-N,domain,108174-N
126342-A,POS-synonymy,126342-N
8388-N,hypernym,126342-N
8760-N,hypernym,126342-N
2201-N,domain,126342-N
1150-N,domain,126342-N
1127-N,domain,126342-N
112070-V,POS-synonymy,112070-N
111902-N,hypernym,112070-N
129176-N,hyponym,112070-N
141605-N,hyponym,112070-N
4987-A,POS-synonymy,4987-N
110503-N,hyponym,4987-N
110711-N,hyponym,4987-N
126415-N,hyponym,4987-N
145829-N,hypernym,4987-N
107459-N,part holonym,4987-N
102003-A,POS-synonymy,102003-N
242-N,hypernym,102003-N
106105-N,part holonym,102003-N
50-N,hypernym,8832-N
4919-N,hypernym,8832-N
7127-N,hypernym,8832-N
129516-N,part meronym,8832-N
50-N,domain,8832-N
154190-A,POS-synonymy,154190-N
106562-N,hypernym,154190-N
154190-N,domain,154190-N
9407-A,POS-synonymy,9407-N
6129-N,hypernym,9407-N
1047-N,domain,9407-N
2921-N,domain,9407-N
1609-N,hypernym,2982-N
129164-N,hyponym,2982-N
129165-N,hyponym,2982-N
1047-N,domain,2982-N
1607-N,domain,2982-N
100022-N,hypernym,102994-N
5025-N,hypernym,142874-N
1355-N,domain,142874-N
1932-N,hypernym,147927-N
1671-N,domain,147927-N
2517-N,domain,147927-N
103731-A,POS-synonymy,103731-N
137904-N,instance hypernym,103731-N
110242-N,hypernym,130349-N
154915-N,hypernym,130349-N
132681-N,hypernym,139007-N
4235-N,hypernym,111447-N
540-N,domain,111447-N
1432-N,domain,111447-N
34-N,hypernym,112494-N
20-N,domain,112494-N
8716-N,domain,112494-N
140583-A,POS-synonymy,140583-N
118141-N,hypernym,140583-N
118611-A,POS-synonymy,118611-N
118831-N,hyponym,118611-N
125232-N,hypernym,118611-N
150306-N,hypernym,118611-N
138391-V,POS-synonymy,138391-N
107417-N,hypernym,138391-N
119879-N,hyponym,138391-N
6000-N,hypernym,139383-N
146021-N,part holonym,139383-N
107218-N,hypernym,124908-N
109080-N,hypernym,124908-N
112303-N,part holonym,124908-N
128669-N,part meronym,124908-N
1489-N,domain,124908-N
107470-N,hypernym,152376-N
120709-N,hypernym,152376-N
1489-N,domain,152376-N
1633-N,domain,152376-N
111080-A,POS-synonymy,111080-N
4821-N,hypernym,111080-N
142547-N,hypernym,111080-N
51-N,domain,111080-N
2640-N,hypernym,101531-N
101532-N,part meronym,101531-N
136784-N,part meronym,101531-N
105309-N,part holonym,101531-N
134305-N,part holonym,101531-N
5161-A,POS-synonymy,5161-N
1047-N,hypernym,5161-N
146433-N,hyponym,5161-N
1047-N,domain,5161-N
647-N,hypernym,143391-N
4992-N,hyponym,143391-N
129919-N,hyponym,143391-N
422-N,domain,143391-N
110042-N,hypernym,137047-N
123741-N,domain,137047-N
4525-N,domain,137047-N
2921-N,domain,137047-N
151602-N,domain,137047-N
154-N,hypernym,138403-N
138593-N,hypernym,138403-N
151705-N,hyponym,138403-N
155-N,domain,138403-N
135467-A,POS-synonymy,135467-N
135467-V,POS-synonymy,135467-N
106631-N,hypernym,135467-N
135849-N,hyponym,135467-N
918-A,POS-synonymy,918-N
853-N,hypernym,918-N
7080-N,hypernym,918-N
139371-N,hyponym,918-N
50-N,domain,918-N
5852-N,domain,918-N
1389-N,domain,918-N
107133-N,hypernym,120806-N
494-N,part holonym,120806-N
4235-N,hyponym,107667-N
4488-N,hyponym,107667-N
107669-N,hypernym,107667-N
114575-N,hyponym,107667-N
133589-N,hyponym,107667-N
123532-V,POS-synonymy,123532-N
123532-A,POS-synonymy,123532-N
106817-N,hypernym,123532-N
123533-N,hyponym,123532-N
133231-N,hyponym,123532-N
3035-A,POS-synonymy,3035-N
758-N,hypernym,3035-N
136567-N,hypernym,3035-N
2201-N,domain,3035-N
1150-N,domain,3035-N
761-N,domain,3035-N
2048-N,hypernym,123956-N
9171-N,hyponym,123956-N
49-N,domain,123956-N
102403-A,POS-synonymy,102403-N
136893-N,instance hypernym,102403-N
110079-A,POS-synonymy,110079-N
9534-N,hypernym,110079-N
110015-N,hypernym,110079-N
7340-N,domain,110079-N
4525-N,domain,110079-N
151602-N,domain,110079-N
242-N,hypernym,106060-N
101287-N,part holonym,106060-N
4474-N,hypernym,4860-N
7198-N,hypernym,4860-N
7364-N,hyponym,4860-N
7365-N,hyponym,4860-N
8760-N,hyponym,4860-N
110653-N,hyponym,4860-N
113266-N,hyponym,4860-N
113373-N,hyponym,4860-N
126160-N,hyponym,4860-N
129545-N,hyponym,4860-N
130046-N,hyponym,4860-N
131833-N,hyponym,4860-N
131890-N,hyponym,4860-N
138244-N,hyponym,4860-N
141707-N,hyponym,4860-N
2201-N,domain,4860-N
105336-N,hypernym,106292-N
132681-N,hypernym,106292-N
106126-N,instance hyponym,106292-N
106127-N,instance hyponym,106292-N
106293-N,instance hyponym,106292-N
119600-A,POS-synonymy,119600-N
119599-N,hypernym,119600-N
120012-N,hyponym,119600-N
139392-N,hyponym,119600-N
137759-N,antonym,119600-N
106651-N,domain,119600-N
102207-A,POS-synonymy,102207-N
139206-N,part meronym,102207-N
102515-N,part holonym,102207-N
100066-N,instance hypernym,102207-N
136804-N,instance hypernym,102207-N
2720-N,hypernym,125407-N
125142-A,POS-synonymy,125142-N
145609-N,hypernym,125142-N
205-N,domain,125142-N
136717-A,POS-synonymy,136717-N
1449-N,hypernym,136717-N
135699-N,hyponym,136717-N
136718-N,hyponym,136717-N
540-N,domain,136717-N
1432-N,domain,136717-N
107165-A,POS-synonymy,107165-N
107150-N,hypernym,107165-N
107163-N,hypernym,107165-N
125069-N,hyponym,107165-N
115379-A,POS-synonymy,115379-N
115074-N,hypernym,115379-N
1671-N,domain,115379-N
2278-N,hypernym,143377-N
637-N,domain,143377-N
3382-N,domain,143377-N
2971-N,domain,143377-N
102030-N,part meronym,147337-N
147330-N,instance hypernym,147337-N
131365-V,POS-synonymy,131365-N
115786-N,hypernym,131365-N
120667-N,hypernym,131365-N
106875-V,POS-synonymy,106875-N
106869-N,hypernym,106875-N
112872-N,hyponym,106875-N
116273-N,hyponym,106875-N
120866-N,hyponym,106875-N
118698-N,hypernym,106875-N
107956-N,hypernym,144320-N
32-N,domain,144320-N
52-N,domain,144320-N
6293-N,domain,144320-N
322-N,domain,144320-N
154933-A,POS-synonymy,154933-N
1369-N,hypernym,154933-N
3459-V,POS-synonymy,3459-N
3459-A,POS-synonymy,3459-N
6052-N,hypernym,3459-N
117072-N,hypernym,3459-N
70-N,domain,3459-N
126891-N,hypernym,9804-N
1047-N,domain,9804-N
50-N,domain,9804-N
49-N,domain,9804-N
105499-N,hypernym,128099-N
49-N,domain,128099-N
8716-N,domain,128099-N
1276-N,domain,128099-N
144282-N,domain,128099-N
107035-A,POS-synonymy,107035-N
107031-N,hypernym,107035-N
125872-V,POS-synonymy,125872-N
114441-N,hypernym,125872-N
125871-N,hyponym,125872-N
107203-N,hypernym,120359-N
110453-N,hypernym,153673-N
1432-N,domain,153673-N
112701-A,POS-synonymy,112701-N
988-N,hypernym,112701-N
121680-N,hypernym,112701-N
124052-N,hypernym,112701-N
32-N,domain,112701-N
6293-N,domain,112701-N
242-N,hypernym,145507-N
100022-N,hypernym,101058-N
102695-N,part holonym,101058-N
100079-N,instance hypernym,101058-N
5014-A,POS-synonymy,5014-N
108154-N,hypernym,5014-N
9077-N,domain,5014-N
1256-N,domain,5014-N
7194-N,hypernym,7612-N
141961-N,hyponym,7612-N
149658-N,hypernym,7612-N
6646-N,domain,7612-N
133156-N,domain,7612-N
113647-V,POS-synonymy,113647-N
106485-N,hypernym,113647-N
114367-N,hyponym,113647-N
114833-N,hypernym,113647-N
2062-N,hypernym,104285-N
105470-N,part holonym,104285-N
6124-N,hypernym,121280-N
121279-N,hypernym,121280-N
1033-A,POS-synonymy,1033-N
1033-V,POS-synonymy,1033-N
1026-N,hypernym,1033-N
9797-N,hyponym,1033-N
131383-N,part meronym,1033-N
152783-N,hyponym,1033-N
49-N,domain,1033-N
1026-N,domain,1033-N
102717-A,POS-synonymy,102717-N
136925-N,instance hypernym,102717-N
114025-N,hypernym,151695-N
143651-A,POS-synonymy,143651-N
100050-N,hyponym,143651-N
106203-N,hyponym,143651-N
106197-N,instance hypernym,143651-N
3744-N,domain,143651-N
6960-A,POS-synonymy,6960-N
55-N,hypernym,6960-N
3113-N,hyponym,6960-N
141920-N,hypernym,6960-N
50-N,domain,6960-N
55-N,domain,6960-N
2832-A,POS-synonymy,2832-N
107609-N,hyponym,2832-N
107612-N,hyponym,2832-N
107613-N,hyponym,2832-N
107627-N,hyponym,2832-N
107629-N,hyponym,2832-N
107631-N,hyponym,2832-N
107917-N,hyponym,2832-N
109273-N,hyponym,2832-N
109873-N,hypernym,2832-N
113784-N,hyponym,2832-N
124847-N,hyponym,2832-N
128018-N,hyponym,2832-N
130019-N,hypernym,2832-N
141617-N,hyponym,2832-N
148437-N,hyponym,2832-N
154431-N,hyponym,2832-N
5381-N,domain,2832-N
110279-N,hypernym,130898-N
111103-A,POS-synonymy,111103-N
9646-N,part holonym,111103-N
107459-N,hypernym,111103-N
126797-N,hypernym,111103-N
7563-N,domain,111103-N
147039-V,POS-synonymy,147039-N
106631-N,hypernym,147039-N
127312-N,hyponym,147039-N
114728-V,POS-synonymy,114728-N
120166-N,hypernym,114728-N
151819-N,hypernym,152667-N
117051-V,POS-synonymy,117051-N
106880-N,hypernym,117051-N
4756-A,POS-synonymy,4756-N
2143-N,hypernym,4756-N
140693-N,domain,4756-N
4525-N,domain,4756-N
2921-N,domain,4756-N
131616-V,POS-synonymy,131616-N
106533-N,hypernym,131616-N
121061-N,hyponym,131616-N
121170-N,hyponym,131616-N
123460-N,hyponym,131616-N
131342-N,hypernym,131616-N
106720-N,domain,131616-N
3728-A,POS-synonymy,3728-N
120-N,hypernym,3728-N
789-N,hypernym,3728-N
770-N,domain,3728-N
791-N,domain,3728-N
117779-A,POS-synonymy,117779-N
113117-N,hypernym,117779-N
529-N,part holonym,117779-N
51-N,domain,117779-N
6096-N,hypernym,114814-N
1587-N,domain,114814-N
111066-V,POS-synonymy,111066-N
106587-N,hypernym,111066-N
116912-N,hyponym,111066-N
111085-N,hypernym,111066-N
111401-N,hyponym,111066-N
130053-N,hyponym,111066-N
3911-N,hyponym,130499-N
106451-N,hypernym,130499-N
147906-N,hyponym,130499-N
990-N,domain,130499-N
112003-V,POS-synonymy,112003-N
112004-N,hypernym,112003-N
116251-N,hyponym,112003-N
121041-N,hyponym,112003-N
3267-N,hypernym,137645-N
8716-N,domain,137645-N
1579-N,domain,137645-N
115745-V,POS-synonymy,115745-N
8713-N,hyponym,115745-N
111045-N,hypernym,115745-N
115744-N,hyponym,115745-N
116563-N,hyponym,115745-N
120676-N,hyponym,115745-N
133639-N,hyponym,115745-N
120-N,hyponym,3057-N
807-N,hyponym,3057-N
1392-N,hyponym,3057-N
2147-N,hyponym,3057-N
3557-N,hyponym,3057-N
5127-N,hyponym,3057-N
8029-N,hyponym,3057-N
107539-N,hypernym,3057-N
110604-N,hyponym,3057-N
120138-N,hypernym,3057-N
152570-N,hyponym,3057-N
154161-N,hyponym,3057-N
4169-A,POS-synonymy,4169-N
4104-N,hypernym,4169-N
50-N,domain,4169-N
52-N,domain,4169-N
137224-V,POS-synonymy,137224-N
111983-N,hypernym,137224-N
141561-N,hyponym,137224-N
109620-N,hypernym,111518-N
131703-N,hypernym,111518-N
109383-N,domain,111518-N
4773-N,hypernym,147147-N
103593-N,part holonym,147147-N
121765-A,POS-synonymy,121765-N
121752-N,instance hypernym,121765-N
108081-A,POS-synonymy,108081-N
7396-N,hypernym,108081-N
32-N,domain,108081-N
4525-N,domain,108081-N
567-A,POS-synonymy,567-N
567-V,POS-synonymy,567-N
2835-N,hypernym,567-N
106961-N,hypernym,567-N
131954-N,hypernym,567-N
142207-N,hyponym,567-N
142220-N,hyponym,567-N
560-N,part holonym,567-N
49-N,domain,567-N
560-N,domain,567-N
468-N,hypernym,2067-N
2072-N,hyponym,2067-N
2073-N,hyponym,2067-N
5951-N,hyponym,2067-N
7960-N,hyponym,2067-N
145141-N,hyponym,2067-N
2068-N,part holonym,2067-N
50-N,domain,2067-N
1-N,domain,2067-N
108175-A,POS-synonymy,108175-N
6862-N,hypernym,108175-N
148098-N,part meronym,108175-N
32-N,domain,108175-N
6293-N,domain,108175-N
111878-A,POS-synonymy,111878-N
118077-N,hyponym,111878-N
150038-N,hypernym,111878-N
119127-V,POS-synonymy,119127-N
1685-N,hyponym,119127-N
1885-N,hyponym,119127-N
106473-N,hypernym,119127-N
120458-N,hyponym,119127-N
132095-N,hyponym,119127-N
119035-V,POS-synonymy,119035-N
115786-N,hypernym,119035-N
118966-N,hypernym,119035-N
101933-A,POS-synonymy,101933-N
101897-N,instance hypernym,101933-N
141686-N,hypernym,126771-N
3684-N,part meronym,126771-N
50-N,domain,126771-N
151843-A,POS-synonymy,151843-N
106924-N,hypernym,151843-N
119648-N,hyponym,151843-N
118180-N,antonym,151843-N
4178-N,domain,151843-N
106924-N,domain,151843-N
106504-N,hypernym,134736-N
125985-N,hypernym,125986-N
422-N,domain,125986-N
7656-N,domain,125986-N
141175-A,POS-synonymy,141175-N
106784-N,hypernym,141175-N
10197-A,POS-synonymy,10197-N
109839-N,hypernym,10197-N
109844-N,hypernym,10197-N
112888-N,part holonym,10197-N
123741-N,domain,10197-N
4525-N,domain,10197-N
2921-N,domain,10197-N
151602-N,domain,10197-N
128653-A,POS-synonymy,128653-N
118957-N,hypernym,128653-N
128651-N,hyponym,128653-N
117940-N,antonym,128653-N
100022-N,hypernym,100939-N
100079-N,instance hypernym,100939-N
9684-N,hypernym,9873-N
115462-N,hyponym,9873-N
1047-N,domain,9873-N
128989-V,POS-synonymy,128989-N
117385-N,hypernym,128989-N
128925-N,hypernym,128989-N
145572-N,hypernym,128989-N
106651-N,domain,128989-N
114898-A,POS-synonymy,114898-N
114897-N,hypernym,114898-N
120029-N,hyponym,114898-N
152742-N,hyponym,114898-N
102141-N,part meronym,102140-N
100057-N,instance hypernym,102140-N
115427-A,POS-synonymy,115427-N
1045-N,hypernym,115427-N
20-N,domain,115427-N
1047-N,domain,115427-N
107135-N,hypernym,149781-N
847-A,POS-synonymy,847-N
525-N,hypernym,847-N
1375-N,hyponym,847-N
3256-N,hyponym,847-N
7285-N,hyponym,847-N
121977-N,hyponym,847-N
128015-N,hyponym,847-N
131018-N,hyponym,847-N
148666-N,hyponym,847-N
149706-N,hyponym,847-N
151252-N,hyponym,847-N
151618-N,hyponym,847-N
154468-N,hyponym,847-N
50-N,domain,847-N
49-N,domain,847-N
111839-V,POS-synonymy,111839-N
111110-N,hypernym,111839-N
106553-N,hypernym,145465-N
124661-A,POS-synonymy,124661-N
121747-N,hypernym,124661-N
1489-N,domain,124661-N
120678-A,POS-synonymy,120678-N
107167-N,hypernym,120678-N
107570-N,hypernym,120678-N
164-N,part holonym,120678-N
155-N,domain,120678-N
166-N,domain,120678-N
154-N,hypernym,148547-N
138593-N,hypernym,148547-N
155-N,domain,148547-N
5281-A,POS-synonymy,5281-N
5279-N,hypernym,5281-N
123741-N,domain,5281-N
115104-V,POS-synonymy,115104-N
114598-N,hyponym,115104-N
115103-N,hyponym,115104-N
129710-N,hypernym,115104-N
124423-N,hypernym,107812-N
1256-N,part holonym,107812-N
9077-N,domain,107812-N
1256-N,domain,107812-N
110938-A,POS-synonymy,110938-N
110935-N,hypernym,110938-N
146875-N,hyponym,110938-N
3624-N,domain,110938-N
113199-N,hypernym,146461-N
133734-V,POS-synonymy,133734-N
106935-N,hypernym,133734-N
121218-N,hypernym,133734-N
112429-V,POS-synonymy,112429-N
112429-A,POS-synonymy,112429-N
111853-N,hypernym,112429-N
112430-N,hyponym,112429-N
112747-N,hyponym,112429-N
115742-N,hyponym,112429-N
116762-N,hyponym,112429-N
134219-N,hyponym,112429-N
141307-A,POS-synonymy,141307-N
140712-N,hypernym,141307-N
1355-N,domain,141307-N
129442-A,POS-synonymy,129442-N
129442-V,POS-synonymy,129442-N
5893-N,hypernym,129442-N
7652-N,hypernym,129442-N
140758-N,hypernym,129442-N
422-N,domain,129442-N
637-N,domain,129442-N
2260-N,hypernym,145197-N
128506-N,hypernym,145197-N
1047-N,domain,145197-N
242-N,hypernym,9923-N
2637-N,hypernym,9923-N
2641-N,hyponym,9923-N
2642-N,hyponym,9923-N
101484-N,hyponym,9923-N
2977-N,hypernym,9333-N
1047-N,domain,9333-N
50-N,domain,9333-N
49-N,domain,9333-N
116698-V,POS-synonymy,116698-N
120038-N,hypernym,116698-N
115718-V,POS-synonymy,115718-N
110160-N,hyponym,115718-N
116247-N,hyponym,115718-N
121356-N,hyponym,115718-N
145703-N,hypernym,115718-N
647-N,hypernym,4696-N
9436-N,hyponym,4696-N
422-N,domain,4696-N
1700-A,POS-synonymy,1700-N
1694-N,hyponym,1700-N
2125-N,hyponym,1700-N
2835-N,hypernym,1700-N
5917-N,hyponym,1700-N
1749-N,part meronym,1700-N
49-N,domain,1700-N
1205-N,domain,1700-N
361-A,POS-synonymy,361-N
358-N,hypernym,361-N
32-N,domain,361-N
6293-N,domain,361-N
566-N,hypernym,115452-N
49-N,domain,115452-N
8716-N,domain,115452-N
1276-N,domain,115452-N
8058-N,domain,115452-N
144282-N,domain,115452-N
124700-V,POS-synonymy,124700-N
124699-N,hypernym,124700-N
113365-N,hypernym,7836-N
113366-N,hypernym,7836-N
770-N,domain,7836-N
791-N,domain,7836-N
118677-A,POS-synonymy,118677-N
118677-V,POS-synonymy,118677-N
116365-N,hypernym,118677-N
118594-N,hypernym,118677-N
129710-N,hypernym,118677-N
113462-N,hypernym,118677-N
106651-N,domain,118677-N
145140-N,hypernym,145135-N
148904-N,hypernym,145135-N
49-N,domain,145135-N
123954-N,domain,145135-N
4773-N,hypernym,143806-N
104119-N,part holonym,143806-N
139088-V,POS-synonymy,139088-N
1592-N,hypernym,139088-N
566-N,hypernym,145838-N
106486-N,hypernym,145838-N
49-N,domain,145838-N
8716-N,domain,145838-N
1276-N,domain,145838-N
144282-N,domain,145838-N
4787-N,hypernym,116250-N
107559-N,hypernym,116250-N
144148-N,hypernym,116250-N
1-N,domain,116250-N
106152-A,POS-synonymy,106152-N
100046-N,hypernym,106152-N
106148-N,instance hypernym,106152-N
3744-N,domain,106152-N
140250-N,hypernym,148391-N
422-N,domain,148391-N
3015-N,domain,148391-N
55-N,hypernym,141920-N
6959-N,hyponym,141920-N
6960-N,hyponym,141920-N
140412-N,hyponym,141920-N
50-N,domain,141920-N
49-N,domain,141920-N
55-N,domain,141920-N
2281-N,hypernym,138051-N
637-N,domain,138051-N
3382-N,domain,138051-N
2971-N,domain,138051-N
132127-A,POS-synonymy,132127-N
107608-N,hypernym,132127-N
2526-N,part holonym,132127-N
3660-N,hypernym,122201-N
19-N,domain,122201-N
237-N,hypernym,125141-N
40-N,domain,125141-N
115402-A,POS-synonymy,115402-N
5426-N,hyponym,115402-N
111644-N,hypernym,115402-N
9907-N,domain,115402-N
121468-N,hypernym,153258-N
121915-N,hypernym,153258-N
287-N,domain,153258-N
7045-A,POS-synonymy,7045-N
139151-N,hypernym,7045-N
107070-N,hypernym,107069-N
2526-N,part holonym,107069-N
7561-N,hypernym,136015-N
422-N,domain,136015-N
49-N,domain,136015-N
7340-N,domain,136015-N
637-N,domain,136015-N
120463-A,POS-synonymy,120463-N
106536-N,hypernym,120463-N
111705-N,hypernym,120463-N
150070-V,POS-synonymy,150070-N
107002-N,hypernym,150070-N
115033-N,hypernym,150070-N
139179-N,hyponym,150070-N
150071-N,hyponym,150070-N
135664-N,hyponym,154646-N
151527-N,hypernym,154646-N
1419-N,domain,154646-N
128361-A,POS-synonymy,128361-N
5899-N,hypernym,128361-N
3982-N,hyponym,140518-N
6710-N,hypernym,140518-N
422-N,domain,140518-N
133156-N,domain,140518-N
287-N,domain,140518-N
3015-N,domain,140518-N
130977-A,POS-synonymy,130977-N
2428-N,hypernym,130977-N
10128-N,hypernym,130977-N
129584-N,hypernym,130977-N
8716-N,domain,130977-N
3624-N,domain,130977-N
7948-A,POS-synonymy,7948-N
1626-N,hypernym,7948-N
110092-N,hypernym,7948-N
1622-N,domain,7948-N
109403-N,domain,7948-N
8594-N,domain,7948-N
108625-N,hypernym,125952-N
103043-A,POS-synonymy,103043-N
8247-N,hypernym,103043-N
103042-N,part holonym,103043-N
151820-N,hypernym,144724-N
1047-N,domain,144724-N
1071-N,domain,144724-N
118490-A,POS-synonymy,118490-N
117599-N,hyponym,118490-N
118534-N,hyponym,118490-N
119266-N,hyponym,118490-N
138461-N,hyponym,118490-N
140894-N,hyponym,118490-N
118489-N,hyponym,118490-N
119061-N,hypernym,118490-N
138490-N,hyponym,118490-N
128780-A,POS-synonymy,128780-N
128780-V,POS-synonymy,128780-N
118971-N,hypernym,128780-N
128590-N,hypernym,128780-N
4178-N,domain,128780-N
