concept_id,entry_id,id,lemma,main_word,meaning,name,part_of_speech,poses,synset_id,synt_type
108613,140436,108613-A-140436,КОМБИНЕЗОННЫЙ,,1,КОМБИНЕЗОННЫЙ,Adj,,108613-A,Adj
142817,684139,142817-A-684139,ПЕДОФИЛЬСКИЙ,,1,ПЕДОФИЛЬСКИЙ,Adj,,142817-A,Adj
123482,143757,123482-A-143757,НОМЕРНОЙ,,3,НОМЕРНОЙ,Adj,,123482-A,Adj
123482,738473,123482-A-738473,ПОРЯДКОВЫЙ,,1,ПОРЯДКОВЫЙ,Adj,,123482-A,Adj
123852,167407,123852-A-167407,ТАЙНИКОВЫЙ,,1,ТАЙНИКОВЫЙ,Adj,,123852-A,Adj
141896,708359,141896-A-708359,ГОРНО-ШАХТНЫЙ,,1,ГОРНО-ШАХТНЫЙ,Adj,,141896-A,Adj
141896,708360,141896-A-708360,ГОРНОШАХТНЫЙ,,1,ГОРНОШАХТНЫЙ,Adj,,141896-A,Adj
119824,160373,119824-A-160373,АДЪЮТАНТСКИЙ,,1,АДЪЮТАНТСКИЙ,Adj,,119824-A,Adj
151596,737317,151596-A-737317,ЧЕРНУШНЫЙ,,1,ЧЕРНУШНЫЙ,Adj,,151596-A,Adj
121364,186381,121364-A-186381,НЕОТДЕЛИМЫЙ,,1,НЕОТДЕЛИМЫЙ,Adj,,121364-A,Adj
121364,186385,121364-A-186385,НЕРАЗДЕЛЬНЫЙ,,1,НЕРАЗДЕЛЬНЫЙ,Adj,,121364-A,Adj
121364,186383,121364-A-186383,НЕРАЗДЕЛИМЫЙ,,1,НЕРАЗДЕЛИМЫЙ,Adj,,121364-A,Adj
121364,164117,121364-A-164117,НЕДЕЛИМЫЙ,,1,НЕДЕЛИМЫЙ,Adj,,121364-A,Adj
102075,182762,102075-A-182762,ЕГОРЬЕВСКИЙ,,1,ЕГОРЬЕВСКИЙ,Adj,,102075-A,Adj
134623,191409,134623-A-191409,РУПОРНЫЙ,,1,РУПОРНЫЙ,Adj,,134623-A,Adj
101049,190622,101049-A-190622,НИЖНЕУДИНСКИЙ,,1,НИЖНЕУДИНСКИЙ,Adj,,101049-A,Adj
101481,168261,101481-A-168261,ЕВПАТОРСКИЙ,,1,ЕВПАТОРСКИЙ,Adj,,101481-A,Adj
101481,168260,101481-A-168260,ЕВПАТОРИЙСКИЙ,,1,ЕВПАТОРИЙСКИЙ,Adj,,101481-A,Adj
120911,163063,120911-A-163063,РЕЦЕНЗИОННЫЙ,,1,РЕЦЕНЗИОННЫЙ,Adj,,120911-A,Adj
119316,159120,119316-A-159120,КОНСПИРАТИВНЫЙ,,1,КОНСПИРАТИВНЫЙ,Adj,,119316-A,Adj
4353,133651,4353-A-133651,БИТУМНЫЙ,,1,БИТУМНЫЙ,Adj,,4353-A,Adj
125567,170567,125567-A-170567,ВЕРООТСТУПНИЧЕСКИЙ,,1,ВЕРООТСТУПНИЧЕСКИЙ,Adj,,125567-A,Adj
108669,143694,108669-A-143694,НИТОЧНЫЙ,,1,НИТОЧНЫЙ,Adj,,108669-A,Adj
139469,207371,139469-A-207371,НАЦИОНАЛЬНО-ОСВОБОДИТЕЛЬНЫЙ,,1,НАЦИОНАЛЬНО-ОСВОБОДИТЕЛЬНЫЙ,Adj,,139469-A,Adj
143628,166889,143628-A-166889,ПАНОРАМНЫЙ,,3,ПАНОРАМНЫЙ,Adj,,143628-A,Adj
120215,161407,120215-A-161407,ПЛИНТУСНЫЙ,,1,ПЛИНТУСНЫЙ,Adj,,120215-A,Adj
118874,155001,118874-A-155001,ТЕСНЫЙ,,5,ТЕСНЫЙ,Adj,,118874-A,Adj
118874,169921,118874-A-169921,БЛИЖАЙШИЙ,,5,БЛИЖАЙШИЙ,Adj,,118874-A,Adj
118874,133691,118874-A-133691,БЛИЗКИЙ,,5,БЛИЗКИЙ,Adj,,118874-A,Adj
137326,744230,137326-A-744230,ДОСТУПНЫЙ ДЛЯ ПОСЕЩЕНИЕ,ДОСТУПНЫЙ,1,ДОСТУПНЫЙ ДЛЯ ПОСЕЩЕНИЯ,Adj,Adj Prep N,137326-A,AdjG
137326,160130,137326-A-160130,ДОСТУПНЫЙ,,3,ДОСТУПНЫЙ,Adj,,137326-A,Adj
107415,147002,107415-A-147002,ПИЛЬНЫЙ,,3,ПИЛЬНЫЙ,Adj,,107415-A,Adj
143120,672134,143120-A-672134,МИРОХОЗЯЙСТВЕННЫЙ,,1,МИРОХОЗЯЙСТВЕННЫЙ,Adj,,143120-A,Adj
125251,169969,125251-A-169969,БЕЗУМНЫЙ,,3,БЕЗУМНЫЙ,Adj,,125251-A,Adj
125251,162972,125251-A-162972,СУМАСШЕДШИЙ,,3,СУМАСШЕДШИЙ,Adj,,125251-A,Adj
126011,171571,126011-A-171571,ИНЕРЦИАЛЬНЫЙ,,1,ИНЕРЦИАЛЬНЫЙ,Adj,,126011-A,Adj
126011,171570,126011-A-171570,ИНЕРЦИОННЫЙ,,1,ИНЕРЦИОННЫЙ,Adj,,126011-A,Adj
3069,114133,3069-A-114133,ХУТОРСКОЙ,,1,ХУТОРСКОЙ,Adj,,3069-A,Adj
110644,157904,110644-A-157904,ШУРУПНЫЙ,,1,ШУРУПНЫЙ,Adj,,110644-A,Adj
106542,210538,106542-A-210538,УВЕДОМИТЕЛЬНЫЙ,,1,УВЕДОМИТЕЛЬНЫЙ,Adj,,106542-A,Adj
123487,166663,123487-A-166663,ПЕРЕВОДНЫЙ,,1,ПЕРЕВОДНЫЙ,Adj,,123487-A,Adj
118221,728751,118221-A-728751,ПОХОЖИЙ ПО ВНЕШНИЙ ВИД,ПОХОЖИЙ,1,ПОХОЖИЙ ПО ВНЕШНЕМУ ВИДУ,Adj,Adj Prep Adj N,118221-A,AdjG
118221,728754,118221-A-728754,СХОДНЫЙ ПО ВНЕШНИЙ ВИД,СХОДНЫЙ,1,СХОДНЫЙ ПО ВНЕШНЕМУ ВИДУ,Adj,Adj Prep Adj N,118221-A,AdjG
118221,148624,118221-A-148624,ПОХОЖИЙ,,3,ПОХОЖИЙ,Adj,,118221-A,Adj
118221,728752,118221-A-728752,ПОХОЖИЙ ПО ВИД,ПОХОЖИЙ,1,ПОХОЖИЙ ПО ВИДУ,Adj,Adj Prep N,118221-A,AdjG
118221,728753,118221-A-728753,СХОДНЫЙ ПО ВИД,СХОДНЫЙ,1,СХОДНЫЙ ПО ВИДУ,Adj,Adj Prep N,118221-A,AdjG
9549,711793,9549-A-711793,НУКЛЕИНОВЫЙ,,1,НУКЛЕИНОВЫЙ,Adj,,9549-A,Adj
124414,168468,124414-A-168468,ПОЛОЧНЫЙ,,1,ПОЛОЧНЫЙ,Adj,,124414-A,Adj
101996,677014,101996-A-677014,БЕНДЕРСКИЙ,,1,БЕНДЕРСКИЙ,Adj,,101996-A,Adj
123498,166679,123498-A-166679,ЕЖЕМЕСЯЧНЫЙ,,1,ЕЖЕМЕСЯЧНЫЙ,Adj,,123498-A,Adj
128924,704571,128924-A-704571,РЕТРОСПЕКТИВНЫЙ,,1,РЕТРОСПЕКТИВНЫЙ,Adj,,128924-A,Adj
102936,130484,102936-A-130484,ТЮМЕНСКИЙ,,1,ТЮМЕНСКИЙ,Adj,,102936-A,Adj
103127,700599,103127-A-700599,ХОТИНСКИЙ,,1,ХОТИНСКИЙ,Adj,,103127-A,Adj
140493,180663,140493-A-180663,ВУЛЬГАРНЫЙ,,3,ВУЛЬГАРНЫЙ,Adj,,140493-A,Adj
123761,167238,123761-A-167238,СКУПЩИЦКИЙ,,1,СКУПЩИЦКИЙ,Adj,,123761-A,Adj
7880,114686,7880-A-114686,ЭЛЕКТРОХИМИЧЕСКИЙ,,2,ЭЛЕКТРОХИМИЧЕСКИЙ,Adj,,7880-A,Adj
136935,715852,136935-A-715852,ЭФИРОМАСЛИЧНЫЙ,,1,ЭФИРОМАСЛИЧНЫЙ,Adj,,136935-A,Adj
8352,108879,8352-A-108879,ПЛАЩЕВОЙ,,2,ПЛАЩЕВОЙ,Adj,,8352-A,Adj
108285,135832,108285-A-135832,ГАЗОННЫЙ,,1,ГАЗОННЫЙ,Adj,,108285-A,Adj
123818,156992,123818-A-156992,ХРЕСТОМАТИЙНЫЙ,,3,ХРЕСТОМАТИЙНЫЙ,Adj,,123818-A,Adj
108630,153653,108630-A-153653,СОНЕТНЫЙ,,1,СОНЕТНЫЙ,Adj,,108630-A,Adj
108883,140554,108883-A-140554,КОНТРАБАСНЫЙ,,1,КОНТРАБАСНЫЙ,Adj,,108883-A,Adj
108883,140555,108883-A-140555,КОНТРАБАСОВЫЙ,,1,КОНТРАБАСОВЫЙ,Adj,,108883-A,Adj
115327,152060,115327-A-152060,РУСЫЙ,,1,РУСЫЙ,Adj,,115327-A,Adj
115327,191410,115327-A-191410,РУСОВОЛОСЫЙ,,1,РУСОВОЛОСЫЙ,Adj,,115327-A,Adj
114392,719414,114392-A-719414,ЗАИНТЕРЕСОВАННЫЙ,,3,ЗАИНТЕРЕСОВАННЫЙ,Adj,,114392-A,Adj
135352,193275,135352-A-193275,РЕЭМИГРАЦИОННЫЙ,,1,РЕЭМИГРАЦИОННЫЙ,Adj,,135352-A,Adj
109933,146959,109933-A-146959,ПЕЩЕРНЫЙ,,1,ПЕЩЕРНЫЙ,Adj,,109933-A,Adj
143203,111811,143203-A-111811,СОЦИАЛИСТИЧЕСКИЙ,,4,СОЦИАЛИСТИЧЕСКИЙ,Adj,,143203-A,Adj
108642,157558,108642-A-157558,ШАРНИРНЫЙ,,1,ШАРНИРНЫЙ,Adj,,108642-A,Adj
151572,114911,151572-A-114911,ЯДОВИТЫЙ,,4,ЯДОВИТЫЙ,Adj,,151572-A,Adj
151572,737167,151572-A-737167,ЯДОВИТЫЙ ПО ЦВЕТ,ЯДОВИТЫЙ,1,ЯДОВИТЫЙ ПО ЦВЕТУ,Adj,Adj Prep N,151572-A,AdjG
151572,737164,151572-A-737164,РЕЗКИЙ ПО ЦВЕТ,РЕЗКИЙ,1,РЕЗКИЙ ПО ЦВЕТУ,Adj,Adj Prep N,151572-A,AdjG
105593,679671,105593-A-679671,БАКСАНСКИЙ,,1,БАКСАНСКИЙ,Adj,,105593-A,Adj
102864,672582,102864-A-672582,ОСТАШКОВСКИЙ,,1,ОСТАШКОВСКИЙ,Adj,,102864-A,Adj
151526,171648,151526-A-171648,ДИКОРАСТУЩИЙ,,3,ДИКОРАСТУЩИЙ,Adj,,151526-A,Adj
144041,738906,144041-A-738906,ДИГИТАЛЬНЫЙ,,1,ДИГИТАЛЬНЫЙ,Adj,,144041-A,Adj
144041,195643,144041-A-195643,ЦИФРОВОЙ,,3,ЦИФРОВОЙ,Adj,,144041-A,Adj
111965,138949,111965-A-138949,ИДЕАЛИСТИЧЕСКИЙ,,1,ИДЕАЛИСТИЧЕСКИЙ,Adj,,111965-A,Adj
116134,707211,116134-A-707211,ЗАВЕРИТЕЛЬНЫЙ,,1,ЗАВЕРИТЕЛЬНЫЙ,Adj,,116134-A,Adj
141153,212495,141153-A-212495,ГРАДООБРАЗУЮЩИЙ,,1,ГРАДООБРАЗУЮЩИЙ,Adj,,141153-A,Adj
9227,118428,9227-A-118428,БАДМИНТОННЫЙ,,1,БАДМИНТОННЫЙ,Adj,,9227-A,Adj
103659,190085,103659-A-190085,ГАИТЯНСКИЙ,,1,ГАИТЯНСКИЙ,Adj,,103659-A,Adj
109649,136846,109649-A-136846,ДЗЮДОИСТСКИЙ,,1,ДЗЮДОИСТСКИЙ,Adj,,109649-A,Adj
123756,167227,123756-A-167227,ЛЕЕЧНЫЙ,,1,ЛЕЕЧНЫЙ,Adj,,123756-A,Adj
103153,130506,103153-A-130506,ЧИТИНСКИЙ,,1,ЧИТИНСКИЙ,Adj,,103153-A,Adj
110332,108060,110332-A-108060,ОЛИВКОВЫЙ,,1,ОЛИВКОВЫЙ,Adj,,110332-A,Adj
143646,677150,143646-A-677150,ПРЕДСМЕРТНЫЙ,,1,ПРЕДСМЕРТНЫЙ,Adj,,143646-A,Adj
121337,164062,121337-A-164062,ВНЯТНЫЙ,,3,ВНЯТНЫЙ,Adj,,121337-A,Adj
119298,159076,119298-A-159076,БЕЗРАССУДНЫЙ,,1,БЕЗРАССУДНЫЙ,Adj,,119298-A,Adj
119298,107496,119298-A-107496,СЛЕПОЙ,,3,СЛЕПОЙ,Adj,,119298-A,Adj
119298,756073,119298-A-756073,БЕЗБАШЕННЫЙ,,1,БЕЗБАШЕННЫЙ,Adj,,119298-A,Adj
119298,169896,119298-A-169896,БЕЗОГЛЯДНЫЙ,,1,БЕЗОГЛЯДНЫЙ,Adj,,119298-A,Adj
116759,147134,116759-A-147134,ПЛАЦЕНТАРНЫЙ,,1,ПЛАЦЕНТАРНЫЙ,Adj,,116759-A,Adj
134171,189621,134171-A-189621,ПРОДУКТИВНЫЙ,,1,ПРОДУКТИВНЫЙ,Adj,,134171-A,Adj
134171,189622,134171-A-189622,ПРОИЗВОДИТЕЛЬНЫЙ,,1,ПРОИЗВОДИТЕЛЬНЫЙ,Adj,,134171-A,Adj
111844,140230,111844-A-140230,КОВОЧНЫЙ,,1,КОВОЧНЫЙ,Adj,,111844-A,Adj
111844,184382,111844-A-184382,КУЗНЕЧНЫЙ,,1,КУЗНЕЧНЫЙ,Adj,,111844-A,Adj
123560,166793,123560-A-166793,РАССЫЛЬНЫЙ,,2,РАССЫЛЬНЫЙ,Adj,,123560-A,Adj
123560,166792,123560-A-166792,РАССЫЛОЧНЫЙ,,2,РАССЫЛОЧНЫЙ,Adj,,123560-A,Adj
153154,141850,153154-A-141850,МАЛАХИТОВЫЙ,,3,МАЛАХИТОВЫЙ,Adj,,153154-A,Adj
107718,136157,107718-A-136157,ГОЛЕННОЙ,,1,ГОЛЕННОЙ,Adj,,107718-A,Adj
132056,184322,132056-A-184322,ТРОЯНСКИЙ,,1,ТРОЯНСКИЙ,Adj,,132056-A,Adj
104984,190096,104984-A-190096,ГЕТЕБОРГСКИЙ,,1,ГЕТЕБОРГСКИЙ,Adj,,104984-A,Adj
124698,169013,124698-A-169013,ШПИЛЕЧНЫЙ,,1,ШПИЛЕЧНЫЙ,Adj,,124698-A,Adj
114662,215655,114662-A-215655,РАЗВЕСЕЛЫЙ,,1,РАЗВЕСЕЛЫЙ,Adj,,114662-A,Adj
114662,714106,114662-A-714106,ВЕСЕЛЕНЬКИЙ,,2,ВЕСЕЛЕНЬКИЙ,Adj,,114662-A,Adj
114662,160423,114662-A-160423,ВЕСЕЛЫЙ,,2,ВЕСЕЛЫЙ,Adj,,114662-A,Adj
119602,148074,119602-A-148074,ПОЛНЫЙ,,5,ПОЛНЫЙ,Adj,,119602-A,Adj
119602,182735,119602-A-182735,СТОПРОЦЕНТНЫЙ,,1,СТОПРОЦЕНТНЫЙ,Adj,,119602-A,Adj
119602,153473,119602-A-153473,СОВЕРШЕННЫЙ,,2,СОВЕРШЕННЫЙ,Adj,,119602-A,Adj
119602,210339,119602-A-210339,ЗАКОНЧЕННЫЙ,,1,ЗАКОНЧЕННЫЙ,Adj,,119602-A,Adj
119602,186401,119602-A-186401,НЕПРЕВЗОЙДЕННЫЙ,,2,НЕПРЕВЗОЙДЕННЫЙ,Adj,,119602-A,Adj
119602,751604,119602-A-751604,ПОЛНЕЙШИЙ,,1,ПОЛНЕЙШИЙ,Adj,,119602-A,Adj
119602,761211,119602-A-761211,СОВЕРШЕННЕЙШИЙ,,1,СОВЕРШЕННЕЙШИЙ,Adj,,119602-A,Adj
119602,144678,119602-A-144678,ОКОНЧАТЕЛЬНЫЙ,,3,ОКОНЧАТЕЛЬНЫЙ,Adj,,119602-A,Adj
141366,201300,141366-A-201300,ИНТЕГРАЦИОННЫЙ,,1,ИНТЕГРАЦИОННЫЙ,Adj,,141366-A,Adj
141366,205979,141366-A-205979,ИНТЕГРАТИВНЫЙ,,1,ИНТЕГРАТИВНЫЙ,Adj,,141366-A,Adj
118218,144565,118218-A-144565,ОДИНАКОВЫЙ,,1,ОДИНАКОВЫЙ,Adj,,118218-A,Adj
102072,190887,102072-A-190887,ЩЕРБИНСКИЙ,,1,ЩЕРБИНСКИЙ,Adj,,102072-A,Adj
120139,161201,120139-A-161201,КЛАССИФИКАЦИОННЫЙ,,3,КЛАССИФИКАЦИОННЫЙ,Adj,,120139-A,Adj
2622,109332,2622-A-109332,ПОТРЕБИТЕЛЬСКИЙ,,2,ПОТРЕБИТЕЛЬСКИЙ,Adj,,2622-A,Adj
129692,179339,129692-A-179339,ВАЛЕНТНЫЙ,,2,ВАЛЕНТНЫЙ,Adj,,129692-A,Adj
139749,109332,139749-A-109332,ПОТРЕБИТЕЛЬСКИЙ,,3,ПОТРЕБИТЕЛЬСКИЙ,Adj,,139749-A,Adj
125963,136463,125963-A-136463,ГРУБЫЙ,,4,ГРУБЫЙ,Adj,,125963-A,Adj
125963,737349,125963-A-737349,ГРУБЫЙ НА СЛУХ,ГРУБЫЙ,1,ГРУБЫЙ НА СЛУХ,Adj,Adj Prep N,125963-A,AdjG
125963,737348,125963-A-737348,ГРУБЫЙ ПО ЗВУК,ГРУБЫЙ,1,ГРУБЫЙ ПО ЗВУКУ,Adj,Adj Prep N,125963-A,AdjG
115507,136502,115507-A-136502,ГРЯДКОВЫЙ,,1,ГРЯДКОВЫЙ,Adj,,115507-A,Adj
2201,110756,2201-A-110756,РЕЛИГИОЗНЫЙ,,2,РЕЛИГИОЗНЫЙ,Adj,,2201-A,Adj
4708,104541,4708-A-104541,КАБЕЛЬНЫЙ,,1,КАБЕЛЬНЫЙ,Adj,,4708-A,Adj
125628,170679,125628-A-170679,ВИСЕЛИЧНЫЙ,,1,ВИСЕЛИЧНЫЙ,Adj,,125628-A,Adj
101630,199191,101630-A-199191,ВЕНТСПИЛССКИЙ,,1,ВЕНТСПИЛССКИЙ,Adj,,101630-A,Adj
101630,701778,101630-A-701778,ВЕНТСПИЛСКИЙ,,1,ВЕНТСПИЛСКИЙ,Adj,,101630-A,Adj
9195,117708,9195-A-117708,ЗЕМНОВОДНЫЙ,,1,ЗЕМНОВОДНОЕ,Adj,,9195-A,Adj
118098,157969,118098-A-157969,ЩИТОВОЙ,,2,ЩИТОВОЙ,Adj,,118098-A,Adj
113101,152985,113101-A-152985,СКОБОЧНЫЙ,,2,СКОБОЧНЫЙ,Adj,,113101-A,Adj
108034,133222,108034-A-133222,БАЛАЛАЕЧНЫЙ,,1,БАЛАЛАЕЧНЫЙ,Adj,,108034-A,Adj
111539,140151,111539-A-140151,КЛИНКОВЫЙ,,1,КЛИНКОВЫЙ,Adj,,111539-A,Adj
145141,121547,145141-A-121547,ТЕПЛОГЕНЕРАТОРНЫЙ,,1,ТЕПЛОГЕНЕРАТОРНЫЙ,Adj,,145141-A,Adj
145141,674600,145141-A-674600,ТЕПЛОГЕНЕРИРУЮЩИЙ,,1,ТЕПЛОГЕНЕРИРУЮЩИЙ,Adj,,145141-A,Adj
114022,193979,114022-A-193979,НЕКРУПНЫЙ,,1,НЕКРУПНЫЙ,Adj,,114022-A,Adj
114022,143485,114022-A-143485,НЕЗНАЧИТЕЛЬНЫЙ,,3,НЕЗНАЧИТЕЛЬНЫЙ,Adj,,114022-A,Adj
114022,738206,114022-A-738206,НЕ ВЕЛИКИЙ,ВЕЛИКИЙ,1,НЕ ВЕЛИК,Adj,Prtc Adj,114022-A,AdjG
114022,141851,114022-A-141851,МАЛЕНЬКИЙ,,4,МАЛЕНЬКИЙ,Adj,,114022-A,Adj
114022,205060,114022-A-205060,МЕНЬШИЙ,,1,МЕНЬШИЙ,Adj,,114022-A,Adj
114022,143403,114022-A-143403,НЕБОЛЬШОЙ,,1,НЕБОЛЬШОЙ,Adj,,114022-A,Adj
114022,141862,114022-A-141862,МАЛЫЙ,,1,МАЛЫЙ,Adj,,114022-A,Adj
118342,136700,118342-A-136700,ДЕЙСТВИТЕЛЬНЫЙ,,2,ДЕЙСТВИТЕЛЬНЫЙ,Adj,,118342-A,Adj
118342,147594,118342-A-147594,ПОДЛИННЫЙ,,1,ПОДЛИННЫЙ,Adj,,118342-A,Adj
118342,186391,118342-A-186391,НЕПОДДЕЛЬНЫЙ,,3,НЕПОДДЕЛЬНЫЙ,Adj,,118342-A,Adj
118342,143281,118342-A-143281,НАСТОЯЩИЙ,,2,НАСТОЯЩИЙ,Adj,,118342-A,Adj
123439,166587,123439-A-166587,НЕУМОЛИМЫЙ,,1,НЕУМОЛИМЫЙ,Adj,,123439-A,Adj
111591,151282,111591-A-151282,РАСПОЗНАВАТЕЛЬНЫЙ,,1,РАСПОЗНАВАТЕЛЬНЫЙ,Adj,,111591-A,Adj
109626,140944,109626-A-140944,КРИСТАЛЛИЧЕСКИЙ,,1,КРИСТАЛЛИЧЕСКИЙ,Adj,,109626-A,Adj
109626,188028,109626-A-188028,МОНОКРИСТАЛЛИЧЕСКИЙ,,1,МОНОКРИСТАЛЛИЧЕСКИЙ,Adj,,109626-A,Adj
123842,167388,123842-A-167388,ПРИВОЙНЫЙ,,1,ПРИВОЙНЫЙ,Adj,,123842-A,Adj
107557,671065,107557-A-671065,ВРАЖИЙ,,1,ВРАЖИЙ,Adj,,107557-A,Adj
107557,135028,107557-A-135028,ВРАЖЕСКИЙ,,3,ВРАЖЕСКИЙ,Adj,,107557-A,Adj
107557,143586,107557-A-143586,НЕПРИЯТЕЛЬСКИЙ,,1,НЕПРИЯТЕЛЬСКИЙ,Adj,,107557-A,Adj
4089,165255,4089-A-165255,ФИТОСАНИТАРНЫЙ,,1,ФИТОСАНИТАРНЫЙ,Adj,,4089-A,Adj
2079,111072,2079-A-111072,РЫНОЧНЫЙ,,3,РЫНОЧНЫЙ,Adj,,2079-A,Adj
624,214049,624-A-214049,МЕМОРИАЛЬНЫЙ,,1,МЕМОРИАЛЬНЫЙ,Adj,,624-A,Adj
144463,684476,144463-A-684476,ТЕПЛОВИЗИОННЫЙ,,1,ТЕПЛОВИЗИОННЫЙ,Adj,,144463-A,Adj
110940,152179,110940-A-152179,САКВОЯЖНЫЙ,,1,САКВОЯЖНЫЙ,Adj,,110940-A,Adj
114739,139830,114739-A-139830,КАРТЕЖНИЧЕСКИЙ,,1,КАРТЕЖНИЧЕСКИЙ,Adj,,114739-A,Adj
6096,105381,6096-A-105381,КОРРЕСПОНДЕНТСКИЙ,,1,КОРРЕСПОНДЕНТСКИЙ,Adj,,6096-A,Adj
152,117175,152-A-117175,ГАЗОПРОВОДНЫЙ,,1,ГАЗОПРОВОДНЫЙ,Adj,,152-A,Adj
110566,154168,110566-A-154168,СТАРТЕРНЫЙ,,1,СТАРТЕРНЫЙ,Adj,,110566-A,Adj
129212,178291,129212-A-178291,СТЕНОПИСНЫЙ,,1,СТЕНОПИСНЫЙ,Adj,,129212-A,Adj
104551,130408,104551-A-130408,ПЕРУАНСКИЙ,,1,ПЕРУАНСКИЙ,Adj,,104551-A,Adj
107306,134517,107306-A-134517,ВИЗИТНЫЙ,,1,ВИЗИТНЫЙ,Adj,,107306-A,Adj
