child_id,name,parent_id
118105-V,hyponym,112734-V
135549-V,hyponym,112734-V
148336-V,hyponym,112734-V
120791-V,hypernym,137397-V
111095-V,entailment,137397-V
120372-V,entailment,137397-V
144032-N,POS-synonymy,144032-V
110893-V,hypernym,144032-V
125843-V,hypernym,144032-V
149461-V,hyponym,144032-V
129720-N,POS-synonymy,129720-V
116398-V,hypernym,129720-V
113962-V,cause,129720-V
117878-N,POS-synonymy,117878-V
106781-V,hypernym,117878-V
107115-V,hypernym,117878-V
118663-N,POS-synonymy,118663-V
111493-V,hypernym,118663-V
117317-V,hyponym,118663-V
117324-V,hypernym,118663-V
142435-N,POS-synonymy,142435-V
142435-A,POS-synonymy,142435-V
106646-V,hypernym,142435-V
130936-V,entailment,142435-V
647-N,POS-synonymy,647-V
660-V,hyponym,647-V
5619-V,hyponym,647-V
114904-V,hyponym,647-V
8315-V,hyponym,647-V
7324-V,hyponym,647-V
4131-V,hyponym,647-V
5190-V,hyponym,647-V
5295-V,hyponym,647-V
5792-V,hyponym,647-V
5176-V,hyponym,647-V
129442-V,hyponym,647-V
123967-V,hyponym,647-V
123968-V,hyponym,647-V
123969-V,hyponym,647-V
142742-V,hyponym,647-V
3592-V,hyponym,647-V
5314-V,hyponym,647-V
7335-V,hyponym,647-V
7338-V,hyponym,647-V
8880-V,hyponym,647-V
8365-V,hyponym,647-V
6720-V,hyponym,647-V
151440-V,hyponym,647-V
5893-V,hyponym,647-V
4628-V,hyponym,647-V
7327-V,hyponym,647-V
8524-V,hyponym,647-V
123945-V,hyponym,647-V
5704-V,hyponym,647-V
7329-V,hyponym,647-V
121313-V,hyponym,647-V
5359-V,hyponym,647-V
7320-V,hyponym,647-V
4522-V,hyponym,647-V
7332-V,hyponym,647-V
7333-V,hyponym,647-V
7731-V,hyponym,647-V
7780-V,hyponym,647-V
141311-V,hyponym,647-V
2668-V,hyponym,647-V
7343-V,hyponym,647-V
5296-V,hyponym,647-V
137375-V,hyponym,647-V
139114-V,hyponym,647-V
141123-V,hyponym,647-V
4389-V,hyponym,647-V
107592-V,hypernym,647-V
124022-V,hyponym,647-V
141275-V,hyponym,647-V
142667-V,hyponym,647-V
144011-V,hyponym,647-V
422-N,domain,647-V
117172-N,POS-synonymy,117172-V
117589-V,hypernym,117172-V
117605-V,hypernym,117172-V
146638-V,hyponym,117172-V
1276-N,domain,117172-V
117709-V,entailment,117172-V
4847-V,entailment,117172-V
123558-N,POS-synonymy,123558-V
106558-V,hypernym,123558-V
112412-V,hyponym,123558-V
126564-V,cause,123558-V
154876-N,POS-synonymy,154876-V
107592-V,hypernym,154876-V
111639-V,hypernym,154876-V
137167-N,POS-synonymy,137167-V
112933-V,hypernym,137167-V
3833-V,hyponym,137167-V
115247-V,hypernym,137167-V
120460-V,hyponym,137167-V
142076-N,POS-synonymy,142076-V
142076-A,POS-synonymy,142076-V
107498-V,hypernym,142076-V
3977-N,POS-synonymy,3977-V
106597-V,hypernym,3977-V
118780-V,hypernym,3977-V
125161-V,hyponym,3977-V
117016-N,POS-synonymy,117016-V
116760-V,hypernym,117016-V
120088-N,POS-synonymy,120088-V
120088-A,POS-synonymy,120088-V
120087-V,hypernym,120088-V
133045-V,hyponym,120088-V
138579-V,hyponym,120088-V
153116-N,POS-synonymy,153116-V
118601-V,hypernym,153116-V
120107-V,hyponym,153116-V
112144-V,hypernym,140473-V
111612-V,hypernym,153793-V
120065-V,hypernym,153793-V
130336-N,POS-synonymy,130336-V
119132-V,hypernym,130336-V
125901-V,hypernym,130336-V
118594-V,hypernym,120140-V
131121-N,POS-synonymy,131121-V
107440-V,hypernym,131121-V
154282-N,POS-synonymy,154282-V
112696-V,hypernym,154282-V
111045-V,hypernym,146698-V
119328-V,hypernym,146698-V
118199-N,POS-synonymy,118199-V
106866-V,hypernym,118199-V
107344-V,hypernym,118199-V
118200-V,hypernym,118199-V
121506-N,POS-synonymy,121506-V
121506-A,POS-synonymy,121506-V
110242-V,hypernym,121506-V
150255-V,hypernym,121506-V
106504-V,hypernym,132237-V
145354-N,POS-synonymy,145354-V
6558-V,hyponym,145354-V
106531-V,hypernym,145354-V
2485-N,domain,145354-V
126124-N,POS-synonymy,126124-V
5390-V,hypernym,126124-V
1047-N,domain,126124-V
1064-N,domain,126124-V
114119-N,POS-synonymy,114119-V
114118-V,hypernym,114119-V
149802-N,POS-synonymy,149802-V
106629-V,hypernym,149802-V
153001-N,POS-synonymy,153001-V
107196-V,hypernym,153001-V
106657-V,entailment,153001-V
118562-V,entailment,153001-V
154736-N,POS-synonymy,154736-V
106485-V,hypernym,154736-V
135439-N,POS-synonymy,135439-V
114073-V,hypernym,135439-V
120070-V,hypernym,121343-V
111785-N,POS-synonymy,111785-V
106631-V,hypernym,111785-V
111770-V,hyponym,111785-V
111782-V,hypernym,111785-V
115522-V,hypernym,130948-V
119667-V,entailment,130948-V
107191-V,hypernym,143610-V
120451-V,hypernym,143610-V
7752-N,POS-synonymy,7752-V
7752-A,POS-synonymy,7752-V
3513-V,hypernym,7752-V
118780-V,hypernym,7752-V
106504-V,hypernym,141680-V
141490-N,POS-synonymy,141490-V
115751-V,hypernym,141490-V
574-N,POS-synonymy,574-V
574-A,POS-synonymy,574-V
118698-V,hypernym,574-V
106961-V,hypernym,574-V
112184-V,entailment,574-V
49-N,domain,574-V
1026-N,domain,574-V
122242-N,POS-synonymy,122242-V
124022-V,hyponym,122242-V
5893-V,hyponym,122242-V
120619-V,hyponym,122242-V
8085-V,hyponym,122242-V
8500-V,hyponym,122242-V
107592-V,hyponym,122242-V
116946-V,hyponym,122242-V
118698-V,hypernym,122242-V
118867-V,hyponym,122242-V
125197-V,hyponym,122242-V
127143-V,hyponym,122242-V
127475-V,hyponym,122242-V
130337-V,hyponym,122242-V
137260-V,hyponym,122242-V
143291-V,hyponym,122242-V
111591-N,POS-synonymy,111591-V
111591-A,POS-synonymy,111591-V
106710-V,hypernym,111591-V
117562-V,hyponym,111591-V
127136-V,hyponym,111591-V
7466-V,hyponym,111591-V
151498-N,POS-synonymy,151498-V
116115-V,hypernym,151498-V
116804-V,hyponym,151498-V
139096-V,hypernym,151498-V
107155-V,hypernym,107159-V
131136-N,POS-synonymy,131136-V
116610-V,hypernym,131136-V
32-N,domain,131136-V
2921-N,domain,131136-V
131135-V,entailment,131136-V
127231-N,POS-synonymy,127231-V
127231-A,POS-synonymy,127231-V
106587-V,hypernym,127231-V
116826-V,hypernym,127231-V
127230-V,hyponym,127231-V
130504-V,hyponym,127231-V
133233-V,hyponym,127231-V
117369-N,POS-synonymy,117369-V
117370-V,hyponym,117369-V
117371-V,hypernym,117369-V
121544-N,POS-synonymy,121544-V
119282-V,hypernym,121544-V
123882-V,hyponym,121544-V
117855-V,hypernym,128299-V
119530-V,hyponym,128299-V
119990-V,hyponym,128299-V
114482-N,POS-synonymy,114482-V
118574-V,hypernym,114482-V
131925-V,hyponym,114482-V
112630-N,POS-synonymy,112630-V
112630-A,POS-synonymy,112630-V
112144-V,hypernym,112630-V
139346-V,hyponym,112630-V
1848-N,POS-synonymy,1848-V
106494-V,hypernym,1848-V
141331-V,hypernym,1848-V
115982-V,hypernym,1848-V
422-N,domain,1848-V
637-N,domain,1848-V
3382-N,domain,1848-V
3015-N,domain,1848-V
2971-N,domain,1848-V
116909-N,POS-synonymy,116909-V
116909-A,POS-synonymy,116909-V
116198-V,hypernym,116909-V
139346-N,POS-synonymy,139346-V
112630-V,hypernym,139346-V
116612-V,hyponym,139346-V
120969-V,hypernym,139346-V
8269-N,POS-synonymy,8269-V
118698-V,hypernym,8269-V
117370-V,hypernym,8269-V
117681-V,hypernym,8269-V
422-N,domain,8269-V
637-N,domain,8269-V
3382-N,domain,8269-V
3015-N,domain,8269-V
495-A,POS-synonymy,495-V
495-N,POS-synonymy,495-V
253-V,hypernym,495-V
52-N,domain,495-V
6293-N,domain,495-V
322-N,domain,495-V
106902-N,POS-synonymy,106902-V
106902-A,POS-synonymy,106902-V
106901-V,hyponym,106902-V
106903-V,hypernym,106902-V
117923-V,hyponym,106902-V
120003-V,hyponym,106902-V
130966-N,POS-synonymy,130966-V
107011-V,hypernym,130966-V
119877-V,hypernym,130966-V
120734-V,hypernym,130966-V
111782-V,entailment,130966-V
117616-N,POS-synonymy,117616-V
111329-V,hypernym,117616-V
107445-V,entailment,117616-V
106868-N,POS-synonymy,106868-V
106542-V,hypernym,106868-V
106869-V,hyponym,106868-V
106999-V,hyponym,106868-V
124962-V,hyponym,106868-V
137465-V,hyponym,106868-V
142014-V,hyponym,106868-V
146687-V,hyponym,106868-V
8240-N,POS-synonymy,8240-V
118698-V,hypernym,8240-V
106950-V,hypernym,8240-V
49-N,domain,8240-V
144282-N,domain,8240-V
114959-N,POS-synonymy,114959-V
137338-V,hypernym,114959-V
110784-V,entailment,114959-V
117787-V,hypernym,146464-V
119974-V,hyponym,117302-V
129710-V,hypernym,117302-V
149898-V,hypernym,117302-V
117303-V,cause,117302-V
137776-V,hypernym,148390-V
112383-N,POS-synonymy,112383-V
109121-V,hypernym,112383-V
120969-V,hypernym,112383-V
123741-N,domain,112383-V
114585-N,POS-synonymy,114585-V
114585-A,POS-synonymy,114585-V
114517-V,hypernym,114585-V
115224-N,POS-synonymy,115224-V
115221-V,hypernym,115224-V
125746-V,hypernym,115224-V
123465-N,POS-synonymy,123465-V
115153-V,hypernym,123465-V
137279-N,POS-synonymy,137279-V
112145-V,hypernym,137279-V
1607-N,domain,137279-V
129364-N,POS-synonymy,129364-V
119994-V,hypernym,129364-V
130102-N,POS-synonymy,130102-V
106587-V,hypernym,130102-V
107106-V,entailment,130102-V
144583-N,POS-synonymy,144583-V
144583-A,POS-synonymy,144583-V
111950-V,hypernym,144583-V
121426-V,hypernym,144583-V
110916-V,hypernym,118326-V
106479-V,hypernym,133439-V
141461-V,hyponym,133439-V
129209-N,POS-synonymy,129209-V
129710-V,hypernym,129209-V
125650-V,cause,129209-V
113944-N,POS-synonymy,113944-V
1851-V,hyponym,113944-V
6310-V,hyponym,113944-V
106698-V,hypernym,113944-V
120231-N,POS-synonymy,120231-V
331-V,hyponym,120231-V
6911-V,hyponym,120231-V
111998-V,hypernym,120231-V
120232-V,hyponym,120231-V
131907-N,POS-synonymy,131907-V
153663-V,hypernym,131907-V
4494-V,entailment,131907-V
955-N,domain,131907-V
2075-N,POS-synonymy,2075-V
1990-V,hypernym,2075-V
143309-V,hyponym,2075-V
118698-V,hypernym,2075-V
49-N,domain,2075-V
144282-N,domain,2075-V
457-N,domain,2075-V
111813-N,POS-synonymy,111813-V
107256-V,hypernym,111813-V
153392-V,hypernym,111813-V
152588-N,POS-synonymy,152588-V
113386-V,hypernym,152588-V
116051-V,hypernym,152588-V
106817-A,POS-synonymy,106817-V
106817-N,POS-synonymy,106817-V
106473-V,hypernym,106817-V
106531-V,hyponym,106817-V
106801-V,hyponym,106817-V
106807-V,hyponym,106817-V
106938-V,hyponym,106817-V
111794-V,hyponym,106817-V
112548-V,hyponym,106817-V
113648-V,hyponym,106817-V
114460-V,hyponym,106817-V
114819-V,hyponym,106817-V
115246-V,hyponym,106817-V
115316-V,hyponym,106817-V
116101-V,hyponym,106817-V
116385-V,hyponym,106817-V
116488-V,hyponym,106817-V
116506-V,hyponym,106817-V
116726-V,hyponym,106817-V
116789-V,hyponym,106817-V
116820-V,hyponym,106817-V
116895-V,hyponym,106817-V
119751-V,hyponym,106817-V
120165-V,hyponym,106817-V
120166-V,hyponym,106817-V
121553-V,hyponym,106817-V
123532-V,hyponym,106817-V
123829-V,hyponym,106817-V
125817-V,hyponym,106817-V
127111-V,hyponym,106817-V
129710-V,hyponym,106817-V
131551-V,hyponym,106817-V
132095-V,hyponym,106817-V
133707-V,hyponym,106817-V
134796-V,hyponym,106817-V
134800-V,hyponym,106817-V
135686-V,hyponym,106817-V
137270-V,hyponym,106817-V
139846-V,hyponym,106817-V
142130-V,hyponym,106817-V
142149-V,hyponym,106817-V
6317-V,hyponym,106817-V
151864-V,hyponym,106817-V
107178-N,POS-synonymy,107178-V
107178-A,POS-synonymy,107178-V
119167-V,antonym,107178-V
118532-N,POS-synonymy,118532-V
106888-V,hypernym,118532-V
118533-V,cause,118532-V
137813-N,POS-synonymy,137813-V
111022-V,hypernym,137813-V
117685-V,hypernym,137813-V
2564-N,POS-synonymy,2564-V
2564-A,POS-synonymy,2564-V
106601-V,hypernym,2564-V
153713-V,hypernym,2564-V
2414-N,domain,2564-V
113051-N,POS-synonymy,113051-V
113051-A,POS-synonymy,113051-V
112145-V,hypernym,113051-V
116004-V,hyponym,113051-V
111330-N,POS-synonymy,111330-V
107325-V,hypernym,111330-V
50-N,domain,111330-V
117325-N,POS-synonymy,117325-V
116929-V,hypernym,117325-V
117771-V,hyponym,117325-V
106651-N,domain,117325-V
116394-V,hypernym,133474-V
121172-N,POS-synonymy,121172-V
106501-V,hypernym,121172-V
110440-V,hypernym,121172-V
113770-V,hypernym,121172-V
121173-V,hypernym,121172-V
540-N,domain,121172-V
120338-N,POS-synonymy,120338-V
106501-V,hypernym,120338-V
55-N,domain,120338-V
112154-N,POS-synonymy,112154-V
106484-V,hypernym,112154-V
147589-V,hypernym,112154-V
106720-N,domain,112154-V
107412-N,POS-synonymy,107412-V
107412-A,POS-synonymy,107412-V
107410-V,hypernym,107412-V
107414-V,hyponym,107412-V
110799-V,hyponym,107412-V
111630-V,hyponym,107412-V
111861-V,hyponym,107412-V
112080-V,hyponym,107412-V
114340-V,hyponym,107412-V
117008-V,hyponym,107412-V
120829-V,hyponym,107412-V
125757-V,hyponym,107412-V
127623-V,hyponym,107412-V
130183-V,hyponym,107412-V
143327-V,hyponym,107412-V
117061-N,POS-synonymy,117061-V
111095-V,hypernym,117061-V
114452-V,hypernym,117061-V
153119-V,hyponym,117061-V
118233-N,POS-synonymy,118233-V
117847-V,hypernym,118233-V
137794-N,POS-synonymy,137794-V
110237-V,hypernym,137794-V
1047-N,domain,137794-V
32-N,domain,137794-V
2921-N,domain,137794-V
106651-N,domain,137794-V
106587-V,hypernym,130132-V
131220-N,POS-synonymy,131220-V
107440-V,hypernym,131220-V
111794-V,hypernym,131220-V
150091-N,POS-synonymy,150091-V
119796-V,hypernym,150091-V
2635-N,POS-synonymy,2635-V
2635-A,POS-synonymy,2635-V
3406-V,hypernym,2635-V
106565-V,hypernym,2635-V
106665-V,hypernym,2635-V
112995-V,hypernym,2635-V
1047-N,domain,2635-V
6518-N,domain,2635-V
2921-N,domain,2635-V
106651-N,domain,2635-V
116149-N,POS-synonymy,116149-V
106938-V,hypernym,116149-V
115158-V,entailment,116149-V
125596-N,POS-synonymy,125596-V
5390-V,hypernym,125596-V
8188-V,hyponym,125596-V
111189-V,hypernym,125596-V
1047-N,domain,125596-V
1064-N,domain,125596-V
110238-N,POS-synonymy,110238-V
110237-V,hypernym,110238-V
1047-N,domain,110238-V
32-N,domain,110238-V
2921-N,domain,110238-V
106651-N,domain,110238-V
120762-N,POS-synonymy,120762-V
106813-V,entailment,120762-V
118108-A,POS-synonymy,118108-V
118108-N,POS-synonymy,118108-V
106710-V,hypernym,118108-V
128663-N,POS-synonymy,128663-V
128664-V,hypernym,128663-V
139682-V,hyponym,128663-V
107446-V,entailment,128663-V
130468-N,POS-synonymy,130468-V
110910-V,hypernym,130468-V
121100-V,hypernym,130468-V
130469-V,entailment,130468-V
121279-N,POS-synonymy,121279-V
115435-V,hypernym,121279-V
133324-V,hypernym,133325-V
149274-N,POS-synonymy,149274-V
115033-V,hypernym,149274-V
115920-V,hyponym,149274-V
121550-N,POS-synonymy,121550-V
121550-A,POS-synonymy,121550-V
123892-V,hypernym,121550-V
152372-N,domain,121550-V
106817-V,hypernym,116385-V
116386-V,hyponym,116385-V
116387-V,cause,116385-V
106948-N,POS-synonymy,106948-V
106947-V,hypernym,106948-V
146178-N,POS-synonymy,146178-V
106950-V,hypernym,146178-V
70-N,domain,146178-V
115791-A,POS-synonymy,115791-V
115791-N,POS-synonymy,115791-V
111561-V,hypernym,115791-V
106783-N,POS-synonymy,106783-V
106501-V,hypernym,106783-V
106467-A,POS-synonymy,106467-V
106467-N,POS-synonymy,106467-V
106678-V,hyponym,106467-V
106883-V,hyponym,106467-V
107259-V,hyponym,106467-V
107490-V,hyponym,106467-V
114935-V,hyponym,106467-V
129183-V,hyponym,106467-V
142102-V,entailment,106467-V
115285-V,hypernym,146706-V
118487-V,entailment,146706-V
110481-V,entailment,146706-V
115786-V,hypernym,123423-V
113220-N,POS-synonymy,113220-V
113220-A,POS-synonymy,113220-V
106878-V,hypernym,113220-V
109920-V,hyponym,113220-V
115880-V,hypernym,113220-V
129213-V,hyponym,113220-V
138221-V,hyponym,113220-V
141730-V,hypernym,113220-V
118617-N,POS-synonymy,118617-V
106595-V,hypernym,118617-V
116771-V,hypernym,118617-V
116952-V,hyponym,118617-V
125792-V,hyponym,118617-V
118732-N,POS-synonymy,118732-V
118732-A,POS-synonymy,118732-V
5731-V,hypernym,118732-V
123741-N,domain,118732-V
118731-V,cause,118732-V
118730-V,cause,118732-V
114075-N,POS-synonymy,114075-V
107418-V,hypernym,114075-V
135137-V,cause,114075-V
1689-N,POS-synonymy,1689-V
1221-V,hypernym,1689-V
145162-V,hypernym,1689-V
50-N,domain,1689-V
770-N,domain,1689-V
112697-N,POS-synonymy,112697-V
112697-A,POS-synonymy,112697-V
112696-V,hypernym,112697-V
155-N,domain,112697-V
128676-N,POS-synonymy,128676-V
125450-V,hypernym,128676-V
8089-N,POS-synonymy,8089-V
106501-V,hypernym,8089-V
106702-V,hypernym,8089-V
131954-V,hypernym,8089-V
1485-V,hyponym,8089-V
7159-V,hyponym,8089-V
125366-V,hyponym,8089-V
6646-N,domain,8089-V
128593-N,POS-synonymy,128593-V
106629-V,hypernym,128593-V
111979-V,hypernym,128593-V
128680-V,hyponym,128593-V
114745-N,POS-synonymy,114745-V
107093-V,hypernym,114745-V
114746-V,hyponym,114745-V
120040-N,POS-synonymy,120040-V
120040-A,POS-synonymy,120040-V
120003-V,hypernym,120040-V
120041-V,hyponym,120040-V
139835-V,hyponym,120040-V
112070-V,entailment,120040-V
106636-V,hypernym,107405-V
106640-V,hypernym,107405-V
107406-V,cause,107405-V
106885-N,POS-synonymy,106885-V
106885-A,POS-synonymy,106885-V
106710-V,hypernym,106885-V
111735-V,hyponym,106885-V
118541-V,hyponym,106885-V
124688-V,hyponym,106885-V
127521-V,hyponym,106885-V
133967-V,hyponym,106885-V
134134-V,hyponym,106885-V
142143-V,hyponym,106885-V
115674-V,hypernym,140663-V
124272-V,hypernym,140663-V
128312-V,cause,140663-V
116858-V,hypernym,124871-V
121019-V,hyponym,124871-V
121020-V,hypernym,124871-V
116840-V,hypernym,124720-V
124721-V,hyponym,124720-V
114517-N,POS-synonymy,114517-V
114517-A,POS-synonymy,114517-V
107513-V,hypernym,114517-V
114518-V,hyponym,114517-V
114585-V,hyponym,114517-V
121082-V,hyponym,114517-V
124499-V,hyponym,114517-V
130971-V,hyponym,114517-V
149461-N,POS-synonymy,149461-V
149461-A,POS-synonymy,149461-V
8529-V,hypernym,149461-V
144032-V,hypernym,149461-V
117196-N,POS-synonymy,117196-V
111050-V,hypernym,117196-V
117198-V,hyponym,117196-V
120571-V,hyponym,117196-V
125782-V,hyponym,117196-V
120573-V,cause,117196-V
111370-V,hypernym,114419-V
134093-V,hyponym,114419-V
143317-V,hyponym,114419-V
151337-V,hyponym,114419-V
